"","X.https...finance.yahoo.com.quote.CAI.","X.http...www.capps.com."
"315","https://finance.yahoo.com/quote/DAN","http://www.dana.com"
"316","https://finance.yahoo.com/quote/DHR","http://www.danaher.com"
"318","https://finance.yahoo.com/quote/DAC","http://www.danaos.com"
"319","https://finance.yahoo.com/quote/DQ","http://www.dqsolar.com"
"320","https://finance.yahoo.com/quote/DRI","http://www.darden.com"
"321","https://finance.yahoo.com/quote/DAR","http://www.darlingii.com"
"322","https://finance.yahoo.com/quote/DVA","http://www.davita.com"
"323","https://finance.yahoo.com/quote/DCP","http://www.dcpmidstream.com"
"326","https://finance.yahoo.com/quote/DF","http://www.deanfoods.com"
"327","https://finance.yahoo.com/quote/DECK","http://www.deckers.com"
"328","https://finance.yahoo.com/quote/DE","http://www.deere.com"
"329","https://finance.yahoo.com/quote/DEX","http://www.delawareinvestments.com"
"330","https://finance.yahoo.com/quote/DDF","http://www.delawarefunds.com"
"331","https://finance.yahoo.com/quote/DKL","http://www.deleklogistics.com"
"332","https://finance.yahoo.com/quote/DK","http://www.delekus.com"
"333","https://finance.yahoo.com/quote/DELL","http://www.delltechnologies.com"
"334","https://finance.yahoo.com/quote/DLPH","http://www.delphi.com"
"335","https://finance.yahoo.com/quote/DAL","http://www.delta.com"
"336","https://finance.yahoo.com/quote/DLX","http://www.deluxe.com"
"337","https://finance.yahoo.com/quote/DNR","http://www.denbury.com"
"338","https://finance.yahoo.com/quote/DBI","http://www.designerbrands.com"
"339","https://finance.yahoo.com/quote/DESP","http://www.despegar.com.ar"
"341","https://finance.yahoo.com/quote/DB","http://www.db.com"
"343","https://finance.yahoo.com/quote/DVN","http://www.devonenergy.com"
"344","https://finance.yahoo.com/quote/DHX","http://www.dhigroupinc.com"
"345","https://finance.yahoo.com/quote/DHT","http://www.dhtankers.com"
"346","https://finance.yahoo.com/quote/DEO","http://www.diageo.com"
"347","https://finance.yahoo.com/quote/DO","http://www.diamondoffshore.com"
"348","https://finance.yahoo.com/quote/DSSI","http://www.diamondsshipping.com"
"349","https://finance.yahoo.com/quote/DRH","http://www.drhc.com"
"350","https://finance.yahoo.com/quote/DSX","http://www.dianashippinginc.com"
"352","https://finance.yahoo.com/quote/DKS","http://www.dickssportinggoods.com"
"353","https://finance.yahoo.com/quote/DBD","http://www.dieboldnixdorf.com"
"354","https://finance.yahoo.com/quote/DLR","http://www.digitalrealty.com"
"360","https://finance.yahoo.com/quote/DDS","http://www.dillards.com"
"362","https://finance.yahoo.com/quote/DIN","http://www.dinebrands.com"
"363","https://finance.yahoo.com/quote/DPLO","http://www.diplomatpharmacy.com"
"364","https://finance.yahoo.com/quote/DFS","http://www.discover.com"
"365","https://finance.yahoo.com/quote/DNI","http://www.dividendandincomefund.com"
"366","https://finance.yahoo.com/quote/DLB","http://www.dolby.com"
"367","https://finance.yahoo.com/quote/DG","http://www.dollargeneral.com"
"368","https://finance.yahoo.com/quote/D","http://www.dominionenergy.com"
"371","https://finance.yahoo.com/quote/DPZ","http://www.dominos.com"
