#SIC #Occurrence #Percentage #Accumulated_Percentage
 7372 74 0.177458033573141 0.177458033573141
 7389 32 0.0767386091127098 0.254196642685851
 7374 26 0.0623501199040767 0.316546762589928
 7373 19 0.0455635491606715 0.362110311750599
 4813 18 0.0431654676258993 0.405275779376499
 7370 14 0.0335731414868106 0.438848920863309
 7371 13 0.0311750599520384 0.470023980815348
 7363 13 0.0311750599520384 0.501199040767386
 8742 12 0.0287769784172662 0.529976019184652
 4841 10 0.0239808153477218 0.553956834532374
 3663 8 0.0191846522781775 0.573141486810552
 7310 7 0.0167865707434053 0.589928057553957
 3576 7 0.0167865707434053 0.606714628297362
 7011 7 0.0167865707434053 0.623501199040767
 4832 7 0.0167865707434053 0.640287769784173
 7311 7 0.0167865707434053 0.657074340527578
 4899 6 0.0143884892086331 0.671462829736211
 6794 6 0.0143884892086331 0.685851318944844
 3577 6 0.0143884892086331 0.700239808153477
 2711 6 0.0143884892086331 0.71462829736211
 3669 5 0.0119904076738609 0.726618705035971
 3572 5 0.0119904076738609 0.738609112709832
 5045 5 0.0119904076738609 0.750599520383693
 3674 5 0.0119904076738609 0.762589928057554
 4833 4 0.00959232613908873 0.772182254196643
 6798 4 0.00959232613908873 0.781774580335732
 6199 4 0.00959232613908873 0.791366906474821
 7361 4 0.00959232613908873 0.800959232613909
 8200 3 0.00719424460431655 0.808153477218226
 6099 3 0.00719424460431655 0.815347721822542
 4812 3 0.00719424460431655 0.822541966426859
 3570 3 0.00719424460431655 0.829736211031175
 7948 3 0.00719424460431655 0.836930455635492
 7200 3 0.00719424460431655 0.844124700239808
 5961 3 0.00719424460431655 0.851318944844125
 7900 3 0.00719424460431655 0.858513189448441
 3661 3 0.00719424460431655 0.865707434052758
 3861 2 0.00479616306954436 0.870503597122302
 8700 2 0.00479616306954436 0.875299760191847
 3812 2 0.00479616306954436 0.880095923261391
 8741 2 0.00479616306954436 0.884892086330935
 7990 2 0.00479616306954436 0.88968824940048
 7830 2 0.00479616306954436 0.894484412470024
 3571 2 0.00479616306954436 0.899280575539568
 3679 2 0.00479616306954436 0.904076738609113
 7381 2 0.00479616306954436 0.908872901678657
 7841 2 0.00479616306954436 0.913669064748201
 5990 2 0.00479616306954436 0.918465227817746
 5812 2 0.00479616306954436 0.92326139088729
 5810 2 0.00479616306954436 0.928057553956834
 6531 2 0.00479616306954436 0.932853717026379
 3612 1 0.00239808153477218 0.935251798561151
 8711 1 0.00239808153477218 0.937649880095923
 3578 1 0.00239808153477218 0.940047961630695
 2650 1 0.00239808153477218 0.942446043165467
 5940 1 0.00239808153477218 0.944844124700239
 1600 1 0.00239808153477218 0.947242206235012
 3695 1 0.00239808153477218 0.949640287769784
 7510 1 0.00239808153477218 0.952038369304556
 3990 1 0.00239808153477218 0.954436450839328
 4822 1 0.00239808153477218 0.9568345323741
 8050 1 0.00239808153477218 0.959232613908872
 3579 1 0.00239808153477218 0.961630695443645
 2835 1 0.00239808153477218 0.964028776978417
 8351 1 0.00239808153477218 0.966426858513189
 3560 1 0.00239808153477218 0.968824940047961
 2780 1 0.00239808153477218 0.971223021582733
 2731 1 0.00239808153477218 0.973621103117505
 700 1 0.00239808153477218 0.976019184652278
 5000 1 0.00239808153477218 0.97841726618705
 5190 1 0.00239808153477218 0.980815347721822
 3480 1 0.00239808153477218 0.983213429256594
 3845 1 0.00239808153477218 0.985611510791366
 7997 1 0.00239808153477218 0.988009592326138
 4700 1 0.00239808153477218 0.990407673860911
 7340 1 0.00239808153477218 0.992805755395683
 6799 1 0.00239808153477218 0.995203836930455
 8111 1 0.00239808153477218 0.997601918465227
 7331 1 0.00239808153477218 0.999999999999999
