#SIC #Occurrence #Percentage #Accumulated_Percentage
 3533 10 0.27027027027027 0.27027027027027
 1389 9 0.243243243243243 0.513513513513514
 1381 6 0.162162162162162 0.675675675675676
 3440 2 0.0540540540540541 0.72972972972973
 1382 2 0.0540540540540541 0.783783783783784
 4412 2 0.0540540540540541 0.837837837837838
 7359 1 0.027027027027027 0.864864864864865
 4922 1 0.027027027027027 0.891891891891892
 4899 1 0.027027027027027 0.918918918918919
 4522 1 0.027027027027027 0.945945945945946
 4400 1 0.027027027027027 0.972972972972973
 1311 1 0.027027027027027 1
