#SIC #Occurrence #Percentage #Accumulated_Percentage
 7373 4 0.166666666666667 0.166666666666667
 3812 3 0.125 0.291666666666667
 3663 3 0.125 0.416666666666667
 8711 2 0.0833333333333333 0.5
 3825 2 0.0833333333333333 0.583333333333333
 3670 2 0.0833333333333333 0.666666666666667
 3730 2 0.0833333333333333 0.75
 3760 1 0.0416666666666667 0.791666666666667
 4911 1 0.0416666666666667 0.833333333333333
 7374 1 0.0416666666666667 0.875
 8741 1 0.0416666666666667 0.916666666666667
 3829 1 0.0416666666666667 0.958333333333333
 3728 1 0.0416666666666667 1
