#SIC #Occurrence #Percentage #Accumulated_Percentage
 3640 3 0.157894736842105 0.157894736842105
 5030 3 0.157894736842105 0.315789473684211
 7359 2 0.105263157894737 0.421052631578947
 7350 2 0.105263157894737 0.526315789473684
 5070 1 0.0526315789473684 0.578947368421053
 5200 1 0.0526315789473684 0.631578947368421
 2430 1 0.0526315789473684 0.684210526315789
 5010 1 0.0526315789473684 0.736842105263158
 5000 1 0.0526315789473684 0.789473684210526
 5700 1 0.0526315789473684 0.842105263157894
 5063 1 0.0526315789473684 0.894736842105263
 5080 1 0.0526315789473684 0.947368421052631
 3716 1 0.0526315789473684 1
