#SIC #Occurrence #Percentage #Accumulated_Percentage
 3841 55 0.239130434782609 0.239130434782609
 3842 16 0.0695652173913043 0.308695652173913
 8071 16 0.0695652173913043 0.378260869565217
 3826 14 0.0608695652173913 0.439130434782609
 3845 13 0.0565217391304348 0.495652173913043
 2834 11 0.0478260869565217 0.543478260869565
 2836 7 0.0304347826086957 0.573913043478261
 7373 7 0.0304347826086957 0.604347826086957
 8731 6 0.0260869565217391 0.630434782608696
 2835 6 0.0260869565217391 0.656521739130435
 8082 6 0.0260869565217391 0.682608695652174
 8093 5 0.0217391304347826 0.704347826086956
 6324 5 0.0217391304347826 0.726086956521739
 5912 4 0.0173913043478261 0.743478260869565
 7372 4 0.0173913043478261 0.760869565217391
 7389 3 0.0130434782608696 0.773913043478261
 3843 3 0.0130434782608696 0.78695652173913
 6411 3 0.0130434782608696 0.8
 8060 3 0.0130434782608696 0.81304347826087
 8062 3 0.0130434782608696 0.826086956521739
 5047 3 0.0130434782608696 0.839130434782609
 4955 2 0.00869565217391304 0.847826086956522
 8742 2 0.00869565217391304 0.856521739130435
 3823 2 0.00869565217391304 0.865217391304348
 3827 2 0.00869565217391304 0.873913043478261
 7374 2 0.00869565217391304 0.882608695652174
 4731 2 0.00869565217391304 0.891304347826087
 8741 2 0.00869565217391304 0.9
 3674 2 0.00869565217391304 0.908695652173913
 8090 2 0.00869565217391304 0.917391304347826
 3821 1 0.00434782608695652 0.921739130434782
 8011 1 0.00434782608695652 0.926086956521739
 3220 1 0.00434782608695652 0.930434782608695
 6321 1 0.00434782608695652 0.934782608695652
 6794 1 0.00434782608695652 0.939130434782608
 3851 1 0.00434782608695652 0.943478260869565
 3569 1 0.00434782608695652 0.947826086956521
 3060 1 0.00434782608695652 0.952173913043478
 4812 1 0.00434782608695652 0.956521739130434
 3357 1 0.00434782608695652 0.960869565217391
 3670 1 0.00434782608695652 0.965217391304347
 3690 1 0.00434782608695652 0.969565217391304
 3679 1 0.00434782608695652 0.97391304347826
 3844 1 0.00434782608695652 0.978260869565217
 7371 1 0.00434782608695652 0.982608695652173
 8051 1 0.00434782608695652 0.98695652173913
 7370 1 0.00434782608695652 0.991304347826086
 7363 1 0.00434782608695652 0.995652173913043
 8734 1 0.00434782608695652 0.999999999999999
