"","ticker","finance_site","website","description","keywords"
"28","SPAQ","https://finance.yahoo.com/quote/SPAQ","http://www.spartanenergyspac.com","Spartan Energy Acquisition Corp. is a special purpose acquisition entity focused on the energy industry in North America and was formed for the purpose of entering into a merger, amalgamation, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses. Spartan is sponsored by Spartan Energy Acquisition Sponsor, LLC, an affiliate of Apollo Global Management, LLC (“Apollo”).","Spartan Energy Acquisition Corp."
"29","SPE","https://finance.yahoo.com/quote/SPE","http://www.specialopportunitiesfundinc.com",NA,NA
"30","SPB           ","https://finance.yahoo.com/quote/SPB           ","http://www.spectrumbrands.com",NA,NA
"31","TRK","https://finance.yahoo.com/quote/TRK","http://www.speedwaymotorsports.com","",""
"32","SR","https://finance.yahoo.com/quote/SR","http://www.spireenergy.com","We are a gas company serving 1.7 million customers in Missouri, Alabama, and Mississippi, providing natural gas to powers their homes and businesses.",NA
"33","SPR","https://finance.yahoo.com/quote/SPR","http://www.spiritaero.com","Spirit AeroSystems is where Commercial & Defense Innovation begins. Learn more about the world's largest tier-one manufacture of aerostructures.",NA
"34","SAVE","https://finance.yahoo.com/quote/SAVE","http://www.spirit.com","Spirit Airlines, Spirit, Spirit air, Spiritair.com, Spirit.com, Spirt airline, Sprit airline, sprit, spirt, sprit.com, spirt.com, spritair.com, spirtair.com, Spirit travel, spirit flights, spirit tickets, spirit air fares, spirit website, spirit sale, Cheap flights, cheap airfare, cheap plane tickets, cheap travel, discount  flights, discount airfare, discount plane tickets, discount travel, low cost flights, low cost fares, low cost plane tickets, low cost airlines, low cost carriers, cheap tickets Caribbean, cheap flights Caribbean , cheap airfare Caribbean, cheap travel Caribbean, discount tickets Caribbean, discount flights Caribbean , discount airfare Caribbean, discount travel Caribbean, $9 fare club, spirit top picks","Spirit Airlines, Spirit, Spirit air, Spiritair.com, Spirit.com, Spirt airline, Sprit airline, sprit, spirt, sprit.com, spirt.com, spritair.com, spirtair.com, Spirit travel, spirit flights, spirit tickets, spirit air fares, spirit website, spirit sale, Cheap flights, cheap airfare, cheap plane tickets, cheap travel, discount  flights, discount airfare, discount plane tickets, discount travel, low cost flights, low cost fares, low cost plane tickets, low cost airlines, low cost carriers, cheap tickets Caribbean, cheap flights Caribbean , cheap airfare Caribbean, cheap travel Caribbean, discount tickets Caribbean, discount flights Caribbean , discount airfare Caribbean, discount travel Caribbean, $9 fare club, spirit top picks"
"35","SMTA","https://finance.yahoo.com/quote/SMTA","http://www.spiritmastertrust.com","Spirit Master Trust Homepage",NA
"36","SRC","https://finance.yahoo.com/quote/SRC","http://www.spiritrealty.com","Spirit Realty Homepage",NA
"37","SPOT","https://finance.yahoo.com/quote/SPOT","http://www.spotify.com","Spotify is a digital music service that gives you access to millions of songs.","Spotify, music, online, listen, streaming, play, digital, album, artist, playlist"
"38","SRLP","https://finance.yahoo.com/quote/SRLP","http://www.spragueenergy.com","Sprague provides commercial customers with natural gas, electricity, heating oil, gasoline, diesel, and more in NY, MA, NH, ME, RI, NJ, MD, PA and beyond. Founded in 1870, today Sprague is one of the largest independent suppliers of energy products and related services in the Northeast. ",NA
"39","S","https://finance.yahoo.com/quote/S","http://www.sprint.com","Shop for cell phones &amp; wireless calling plans from Sprint. Switch to Sprint today and find great deals on unlimited data plans for the whole family.",NA
"40","SPXC","https://finance.yahoo.com/quote/SPXC","http://www.spx.com","SPX Corporation, based in Charlotte, NC, is a supplier of highly engineered products and technologies, holding leadership positions in the HVAC, detection and measurement, and engineered solutions markets.",NA
"41","FLOW","https://finance.yahoo.com/quote/FLOW","http://www.spxflow.com","SPX is a global manufacturing and industrial equipment supplier which provides solutions for a range of industries, primarily in the energy sector.","global industrial equipment, global manufacturing, automotive engineering, automotive diagnostics, global infrastructure development, heavy construction equipment, industrial food equipment, food and beverage technology, HVAC technology, HVAC engineering, oil and gas technology, oil and gas engineering, global power generation, alternative energy technology, telecommunications technology, telecommunications consultants"
"42","SQ","https://finance.yahoo.com/quote/SQ","http://www.squareup.com","Square helps millions of sellers run their business- from secure credit card processing to point of sale solutions. Get paid faster with Square and sign up today!","Credit card processing, mobile credit card processing, accept credit cards, credit card processors, Square"
"43","JOE","https://finance.yahoo.com/quote/JOE","http://www.joe.com","The St. Joe Company Offers Florida real estate for sale that includes land, homes, and commercial property for sale and lease.",NA
"44","STAG","https://finance.yahoo.com/quote/STAG","http://www.stagindustrial.com",NA,NA
"45","SSI","https://finance.yahoo.com/quote/SSI","http://corporate.stage.com","Stage Stores is a department store company specializing in retailing brand name apparel, accessories, cosmetics, footwear, and housewares throughout the US.","default,global,comma-separated,keywords"
"46","SMP","https://finance.yahoo.com/quote/SMP","http://www.smpcorp.com","Leading independent manufacturer and distributor of replacement parts for the automotive aftermarket since 1919",NA
"47","SXI","https://finance.yahoo.com/quote/SXI","http://www.standex.com","Standex International is a diversified manufacturing company with operations in five product segments: Food Service Equipment, Engineering Technologies, Engraving, Electronics and Hydraulics Groups. Standex&#39;s corporate philosophy ensures that we look at our business the same way our shareholders do - from the perspective of creating value.","Standex International is a diversified manufacturing company with operations in five product segments: Food Service Equipment, Engineering Technologies, Engraving, Electronics and Hydraulics Groups. Standex&#39;s corporate philosophy ensures that we look at our business the same way our shareholders do - from the perspective of creating value."
"48","SWK","https://finance.yahoo.com/quote/SWK","http://www.stanleyblackanddecker.com","For the builders and protectors, for the makers and explorers, for those shaping and reshaping our world through hard work and inspiration, Stanley Black &amp; Decker provides the tools and innovative solutions you can trust to get the job done—and we have since 1843.",NA
"49","STN","https://finance.yahoo.com/quote/STN","http://www.stantec.com","Stantec designs with community in mind—whether that’s in engineering, architecture, energy, water, or project management. As a top-tier global design firm, we focus on creativity, client relationships, and how our projects transform communities.",NA
"50","SGU","https://finance.yahoo.com/quote/SGU","http://www.stargrouplp.com",NA,NA
"51","SRT","https://finance.yahoo.com/quote/SRT","http://www.startek.com",NA,NA
"52","STWD","https://finance.yahoo.com/quote/STWD","http://www.starwoodpropertytrust.com",NA,NA
"53","STT","https://finance.yahoo.com/quote/STT","http://www.statestreet.com","State Street provides investment management, servicing and administration; research and trading; and financial data analytics for institutional investors.",""
"54","SPLP","https://finance.yahoo.com/quote/SPLP","http://www.steelpartners.com","Steel Partners Holdings L.P. is a global diversified holding company that engages in multiple businesses through consolidated subsidiaries, associated companies and other interests.","steel partners, holding company, global diversified holding company, investment firm, business, warren lichtenstein, investor, splp, steel partners holdings"
"55","SCS","https://finance.yahoo.com/quote/SCS","http://www.steelcase.com","The leading manufacturer of furniture for offices, hospitals, and classrooms. Our furniture is inspired by innovative research in workspace design.",NA
"56","SCM","https://finance.yahoo.com/quote/SCM","http://www.stelluscapital.com",NA,NA
"57","SCL","https://finance.yahoo.com/quote/SCL","http://www.stepan.com","Stepan Company is an innovative, sustainable and global chemical solutions company with over 80 years of experience.","stepan company, stepan, chemical company"
"58","SCL","https://finance.yahoo.com/quote/SCL","http://www.stepan.com",NA,NA
"59","STE","https://finance.yahoo.com/quote/STE","http://www.steris.com","At STERIS, we help our customers create a healthier and safer world by providing innovative healthcare and life science product and service solutions.","STERIS, Healthcare, Sterilization"
"60","STL","https://finance.yahoo.com/quote/STL","http://www.sterlingbancorp.com",NA,NA
"61","STC","https://finance.yahoo.com/quote/STC","http://www.stewart.com","",","
"62","SF","https://finance.yahoo.com/quote/SF","http://www.stifel.com",NA,NA
"63","STM","https://finance.yahoo.com/quote/STM","http://www.st.com","STMicroelectronics - Innovative semiconductor solutions for Smart Driving and IoT (Internet of Things). ST offers one of the industry&#39;s broadest product portfolios.",NA
"64","EDF","https://finance.yahoo.com/quote/EDF","http://www.shiplpcef.com","A closed-end fund investing in emerging markets securities managed by one of the world's leading institutional emerging markets debt managers.","stone, harbor, emerging, markets, edf, debt, managers, developing, economies, mutual, fund, closed-end"
"65","EDI","https://finance.yahoo.com/quote/EDI","http://www.shiplpcef.com","A closed-end fund investing in emerging markets securities managed by one of the world's leading institutional emerging markets debt managers.","stone, harbor, emerging, markets, edf, debt, managers, developing, economies, mutual, fund, closed-end"
"66","STON","https://finance.yahoo.com/quote/STON","http://www.stonemor.com",NA,NA
"67","SRI","https://finance.yahoo.com/quote/SRI","http://www.stoneridge.com","Stoneridge is a leading designer and manufacturer of highly engineered electronic systems for safety &amp; security, vehicle intelligence, efficiency and emissions.",NA
"68","STOR","https://finance.yahoo.com/quote/STOR","http://www.storecapital.com",NA,NA
"69","SYK","https://finance.yahoo.com/quote/SYK","http://www.stryker.com",NA,NA
"70","MSC","https://finance.yahoo.com/quote/MSC","http://www.studiocity-macau.com",NA,NA
"71","RGR","https://finance.yahoo.com/quote/RGR","http://www.ruger.com",NA,NA
"72","SPH","https://finance.yahoo.com/quote/SPH","http://www.suburbanpropane.com","Suburban Propane is a nationwide marketer and distributor of a diverse array of products to meet the energy needs of our customers. Call 1-800-PROPANE.",NA
"73","SMFG","https://finance.yahoo.com/quote/SMFG","http://www.smfg.co.jp","�O��Z�F�t�B�i���V�����O���[�v�iSMFG�j�̃E�F�u�T�C�g�ł́A����E�����Ƃ��͂��߂Ƃ���X�e�[�N�z���_�[�̊F���܂ɁA�O��Z�F�t�B�i���V�����O���[�v�̊�Ə���IR���ACS���A�e�Ђ̗̍p���ȂǏЉ�Ă��܂��B","�O��Z�F�t�B�i���V�����O���[�v,�O��Z�F,SMFG,����,������,IR,��Ə��,����,�̗p,CSR"
"74","INN","https://finance.yahoo.com/quote/INN","http://www.shpreit.com","We are a leading publicly-traded hotel investment trust that believes great performance is the result of strong core values.",NA
"75","SUM","https://finance.yahoo.com/quote/SUM","http://summit-materials.com","Summit Materials is one of the world&#039;s leading aggregate companies. Our team&#039;s commitment provides access to growth capital and safe work environments.",NA
"76","SMLP","https://finance.yahoo.com/quote/SMLP","http://www.summitmidstream.com",NA,NA
"77","SUI","https://finance.yahoo.com/quote/SUI","http://www.suncommunities.com","Sun Communities: Manufactured Home Communities, RV Resorts, Vacation Rentals and Homes throughout the United States and Ontario, Canada.",NA
"78","SLF","https://finance.yahoo.com/quote/SLF","http://www.sunlife.com",NA,NA
"79","SXCP","https://finance.yahoo.com/quote/SXCP","http://www.suncoke.com",NA,NA
"80","SXC","https://finance.yahoo.com/quote/SXC","http://www.suncoke.com",NA,NA
"81","SU","https://finance.yahoo.com/quote/SU","http://www.suncor.com","Suncor is a unique and sustainable energy company dedicated to vigorous growth in worldwide markets through meeting or exceeding the changing expectations of our current and future stakeholders.",""
"82","STG","https://finance.yahoo.com/quote/STG","http://www.sunlands.com",NA,NA
"83","SUN","https://finance.yahoo.com/quote/SUN","http://www.sunocolp.com",NA,NA
"84","SHO","https://finance.yahoo.com/quote/SHO","http://www.sunstonehotels.com",NA,NA
"85","STI","https://finance.yahoo.com/quote/STI","http://www.suntrust.com","Banking services and products from SunTrust Bank including checking and savings accounts, credit cards, mortgages, wealth management and retirement, business and commercial banking.",NA
"86","SPN","https://finance.yahoo.com/quote/SPN","http://www.superiorenergy.com","Superior Energy Services serves the drilling, completion and production-related needs of oil and gas companies worldwide.","oilfield services, oilfield equipment, oilfield drilling, well completion, well production"
"87","SUP","https://finance.yahoo.com/quote/SUP","http://www.supind.com","Superior Industries International Inc is a globally recognized manufacturer of cast aluminum wheels for the worlds largest automobile companies. ","Superior Industries"
"88","SUZ","https://finance.yahoo.com/quote/SUZ","http://www.suzano.com.br",NA,NA
"89","SWZ","https://finance.yahoo.com/quote/SWZ","http://www.swzfund.com",NA,NA
"90","SWCH","https://finance.yahoo.com/quote/SWCH","http://www.switch.com","Switch is a global technology company whose core business is the design, construction and operation of ultra-advanced data centers, enabling the most powerful technology ecosystems on the planet.",NA
"91","SWCH","https://finance.yahoo.com/quote/SWCH","http://www.switch.com","Switch is a global technology company whose core business is the design, construction and operation of ultra-advanced data centers, enabling the most powerful technology ecosystems on the planet.",NA
"92","SYF","https://finance.yahoo.com/quote/SYF","http://www.synchrony.com","What is your ambition? Synchrony's experience in retail banking &amp; finance allows for tailored programs for businesses and consumers alike!","synchrony"
"93","SNX","https://finance.yahoo.com/quote/SNX","http://www.synnexcorp.com","A Leading IT Design-to-Distribution Business Process Services Company","A Leading IT Design-to-Distribution Business Process Services Company"
"94","SNX","https://finance.yahoo.com/quote/SNX","http://www.synnexcorp.com","A Leading IT Design-to-Distribution Business Process Services Company","A Leading IT Design-to-Distribution Business Process Services Company"
"95","SNV","https://finance.yahoo.com/quote/SNV","http://www.synovus.com","Welcome to Synovus, the bank of here. We are – and always have been – a place where business is personal.",NA
"96","SYY","https://finance.yahoo.com/quote/SYY","http://www.sysco.com","Sysco lives at the heart of food and service. We are passionately committed to the success of every customer, supplier partner, community and associate.","foodservice, foodservice distributor, foodservice distribution, restaurant business, food service, restaurant supplies, Sysco"
"97","SYX","https://finance.yahoo.com/quote/SYX","http://www.systemax.com",NA,NA
"98","DATA","https://finance.yahoo.com/quote/DATA","http://www.tableau.com","Tableau can help anyone see and understand their data. Connect to almost any database, drag and drop to create visualizations, and share with a click.",NA
"99","TLRD","https://finance.yahoo.com/quote/TLRD","http://www.tailoredbrands.com",NA,NA
"100","TWN","https://finance.yahoo.com/quote/TWN","http://www.thetaiwanfund.com",NA,NA
"101","TSM","https://finance.yahoo.com/quote/TSM","http://www.tsmc.com",NA,NA
"102","TAK","https://finance.yahoo.com/quote/TAK","http://www.takeda.com","Takeda is a global, research and development-driven pharmaceutical company committed to bringing better health and a brighter future to patients by translating science into life-changing medicines.",NA
"103","TAL","https://finance.yahoo.com/quote/TAL","http://en.100tal.com",NA,NA
"104","TGE","https://finance.yahoo.com/quote/TGE","http://www.tallgrassenergylp.com",NA,NA
"105","TALO","https://finance.yahoo.com/quote/TALO","http://www.talosenergy.com",NA,NA
"106","SKT","https://finance.yahoo.com/quote/SKT","http://www.tangeroutlet.com","Tanger Outlet Centers offer 40 shopping outlet malls and more than 500 brand name factory outlet stores in 22","shopping malls,outlet malls,outlet stores,shopping mall,factory outlets,outlet mall,outlets,factory outlet,outlet store,outlet shopping,outlet center,outlet centers,shopping outlets"
"107","TPR","https://finance.yahoo.com/quote/TPR","http://www.coach.com","Shop Luxury Fashion &amp; Lifestyle Collections Up To 50% Off During The Summer Sale At COACH New York; The Original House Of Leather.","Shop Luxury Fashion &amp; Lifestyle Collections Up To 50% Off During The Summer Sale At COACH New York; The Original House Of Leather."
"108","TRGP","https://finance.yahoo.com/quote/TRGP","http://www.targaresources.com",NA,NA
"109","TGT","https://finance.yahoo.com/quote/TGT","http://investors.target.com","The Investor Relations website contains information about Target Corporation&#039;s business for stockholders, potential investors, and financial analysts.",NA
"110","TARO","https://finance.yahoo.com/quote/TARO","http://www.taro.com",NA,NA
"111","TTM","https://finance.yahoo.com/quote/TTM","http://www.tatamotors.com","Tata Motors Limited is the largest automobile manufacturer in India. Tata Motors offers a wide range of Sedan, Hatchback, MPV, SUV, cargo trucks and many other models. It is the leader in utility, commercial, defence &amp; passenger vehicles in India","transport vehicle,passenger vehicles in india ,commercial vehicles in india,automobile manufacturers in india"
"112","TCO","https://finance.yahoo.com/quote/TCO","http://www.taubman.com",NA,NA
"113","TMHC","https://finance.yahoo.com/quote/TMHC","http://www.taylormorrison.com",NA,NA
"114","TRP","https://finance.yahoo.com/quote/TRP","http://www.tcenergy.com","TC Energy is one of North America’s leading energy infrastructure companies with operations in natural gas, oil and power industries.","TC Energy,TransCanada,pipeline,natural gas,oil,operations,projects,Keystone,Columbia"
"115","TCP","https://finance.yahoo.com/quote/TCP","http://www.tcpipelineslp.com","Homepage of TransCanada Pipelines, LP site","LP"
"116","TCF","https://finance.yahoo.com/quote/TCF","http://www.tcfbank.com","Bank with a team that supports your financial wellness. Discover our products and services, convenient ATMs, digital banking and more, from TCF Bank.","bank, banking, personal banking, online banking"
"117","TSI","https://finance.yahoo.com/quote/TSI","http://www.tcw.com","Offers mutual funds under the TCW and MetWest Fund families; Provides investment management for institutions, endowments, foundations and high net worth individuals.",NA
"118","TEL","https://finance.yahoo.com/quote/TEL","http://www.te.com","TE connectors and sensors are embedded in almost every type of device, where reliable and persistent data, power, sensing, and connectivity are required — even in the harshest environments.","electronic components,,connectors,sensors,tyco electronics,harsh environments,te connectivity,highly engineered"
"119","TISI","https://finance.yahoo.com/quote/TISI","http://www.teaminc.com","TEAM, Inc. empowers greater safety, reliability and operational efficiency through technology-enabled asset performance assurance and optimization solutions.","TEAM,  integrated, asset performance assurance, optimization solutions, safety, reliability, operational efficiency, critical assets, TEAM, Inc., Investors, TISI, refining, chemical, petrochemical, power, pipeline, industry"
"120","FTI","https://finance.yahoo.com/quote/FTI","http://www.technipfmc.com",NA,NA
"121","TECK","https://finance.yahoo.com/quote/TECK","http://www.teck.com",NA,NA
"122","TK","https://finance.yahoo.com/quote/TK","http://www.teekay.com","Teekay has developed from a regional shipping company into one of the world’s largest marine energy transportation, storage &amp; production companies.",NA
"123","TK","https://finance.yahoo.com/quote/TK","http://www.teekay.com","Teekay has developed from a regional shipping company into one of the world’s largest marine energy transportation, storage &amp; production companies.",NA
"124","TGP","https://finance.yahoo.com/quote/TGP","http://www.teekay.com","Teekay has developed from a regional shipping company into one of the world’s largest marine energy transportation, storage &amp; production companies.",NA
"125","TGP","https://finance.yahoo.com/quote/TGP","http://www.teekay.com","Teekay has developed from a regional shipping company into one of the world’s largest marine energy transportation, storage &amp; production companies.",NA
"126","TOO","https://finance.yahoo.com/quote/TOO","http://www.teekay.com","Teekay has developed from a regional shipping company into one of the world’s largest marine energy transportation, storage &amp; production companies.",NA
"127","TOO","https://finance.yahoo.com/quote/TOO","http://www.teekay.com","Teekay has developed from a regional shipping company into one of the world’s largest marine energy transportation, storage &amp; production companies.",NA
"128","TNK","https://finance.yahoo.com/quote/TNK","http://www.teekay.com","Teekay has developed from a regional shipping company into one of the world’s largest marine energy transportation, storage &amp; production companies.",NA
"129","TNK","https://finance.yahoo.com/quote/TNK","http://www.teekay.com","Teekay has developed from a regional shipping company into one of the world’s largest marine energy transportation, storage &amp; production companies.",NA
"130","GCI","https://finance.yahoo.com/quote/GCI","http://www.gannett.com","Gannett Co., Inc","Gannett Co., Inc"
"131","TGNA","https://finance.yahoo.com/quote/TGNA","http://www.tegna.com","TEGNA: With 49 stations in 41 markets, we reach 50 million adults on-air, 35 million across digital platforms and provide integrated marketing services to local businesses. Click here to learn more.",NA
"132","TRC","https://finance.yahoo.com/quote/TRC","http://tejonranch.com",NA,NA
"133","HQH","https://finance.yahoo.com/quote/HQH","http://www.teklacap.com","",NA
"134","THQ","https://finance.yahoo.com/quote/THQ","http://www.teklacap.com","",NA
"135","HQL","https://finance.yahoo.com/quote/HQL","http://www.teklacap.com","",NA
"136","THW","https://finance.yahoo.com/quote/THW","http://www.teklacap.com","",NA
"137","TDOC","https://finance.yahoo.com/quote/TDOC","http://www.teladoc.com","Speak to a licensed doctor by web, phone or mobile app in under 10 minutes.",NA
"138","TLRA","https://finance.yahoo.com/quote/TLRA","http://www.telaria.com","At Telaria we make the software premium publishers can rely on to unlock the fullest value of their video content, wherever it may be.",NA
"139","TEO","https://finance.yahoo.com/quote/TEO","http://www.telecom.com.ar",NA,NA
"140","TI","https://finance.yahoo.com/quote/TI","http://www.telecomitalia.com","Telecom Italia è il principale gruppo ICT nel Paese e, con TIM Brasil, un importante player sul mercato brasiliano. Il portafoglio d’offerta - integrato",""
"141","TDY","https://finance.yahoo.com/quote/TDY","http://www.teledyne.com",NA,NA
"142","TFX","https://finance.yahoo.com/quote/TFX","http://www.teleflex.com","	","	"
"143","VIV","https://finance.yahoo.com/quote/VIV","http://www.telefonica.com.br","Um dos maiores conglomerados de comunicação do mundo. No Brasil, somos a Vivo e atuamos na prestação de serviços de telecomunicações fixa e móvel,  com um portfólio de produtos completo e convergente para clientes B2C e B2B. ","Telefônica Brasil; Telefônica; Vivo; Telefónica; líder em telecomunicações; telecomunicações fixa; telecomunicações móvel; b2b; b2c; banda larga; over fiber; tv por assinatura; transformação digital; vida digital; Fundação Telefônica; Manifesto Digital"
"144","TEF","https://finance.yahoo.com/quote/TEF","http://www.telefonica.com",NA,NA
"145","TDS","https://finance.yahoo.com/quote/TDS","http://www.tdsinc.com",NA,NA
"146","TU","https://finance.yahoo.com/quote/TU","http://www.telus.com",NA,NA
"147","TDF","https://finance.yahoo.com/quote/TDF","http://www.franklintempleton.com","Franklin Templeton offers a wide range of mutual funds and investment solutions. Plan for your future with a global leader in investment management.",""
"148","EMF","https://finance.yahoo.com/quote/EMF","http://www.franklintempleton.com","Franklin Templeton offers a wide range of mutual funds and investment solutions. Plan for your future with a global leader in investment management.",""
"149","TEI","https://finance.yahoo.com/quote/TEI","http://www.franklintempleton.com","Franklin Templeton offers a wide range of mutual funds and investment solutions. Plan for your future with a global leader in investment management.",""
"150","GIM","https://finance.yahoo.com/quote/GIM","http://www.franklintempleton.com","Franklin Templeton offers a wide range of mutual funds and investment solutions. Plan for your future with a global leader in investment management.",""
"151","TPX","https://finance.yahoo.com/quote/TPX","http://www.tempursealy.com",NA,NA
"152","TS","https://finance.yahoo.com/quote/TS","http://www.tenaris.com","Tenaris is a leading supplier of tubes and related services for the world’s energy industry and certain other industrial applications. Our mission is to deliver value to our customers through product development, manufacturing excellence, and supply chain management. Tenaris employees around the world are committed to continuous improvement by sharing knowledge across a single global organization",NA
"153","TME","https://finance.yahoo.com/quote/TME","http://www.tencentmusic.com",NA,NA
"154","THC","https://finance.yahoo.com/quote/THC","http://www.tenethealth.com",NA,NA
"155","TNC","https://finance.yahoo.com/quote/TNC","http://www.tennantco.com","Choose your location and visit the Tennant Company website based on your region, country or language preferences.",NA
"156","TEN","https://finance.yahoo.com/quote/TEN","http://www.tenneco.com","Tenneco is a leading supplier of replacement parts through its established and widely recognized aftermarket brands, such as Monroe ride control and Walker emission control products.","Tenneco is a leading supplier of replacement parts through its established and widely recognized aftermarket brands, such as Monroe ride control and Walker emission control products."
"157","TDC","https://finance.yahoo.com/quote/TDC","http://www.teradata.com","Teradata is the world's leading provider of pervasive data intelligence, data and analytics solutions, and hybrid cloud products. Learn more here.",NA
"158","TEX","https://finance.yahoo.com/quote/TEX","http://www.terex.com","#ffffff","Sitefinity 11.2.6928.0 PU"
"159","TX","https://finance.yahoo.com/quote/TX","http://www.ternium.com","Acero",NA
"160","TX","https://finance.yahoo.com/quote/TX","http://www.ternium.com","Acero",NA
"161","TRNO","https://finance.yahoo.com/quote/TRNO","http://terreno.com",NA,NA
"162","TTI","https://finance.yahoo.com/quote/TTI","http://www.tetratec.com","TETRA Technologies delivers leading solutions to the upstream energy industry for completions fluids and water management, and a diverse offering of compression services.",NA
