#SIC #Occurrence #Percentage #Accumulated_Percentage
 2834 259 0.74 0.74
 2836 56 0.16 0.9
 8731 9 0.0257142857142857 0.925714285714286
 3841 7 0.02 0.945714285714286
 2835 4 0.0114285714285714 0.957142857142857
 3845 4 0.0114285714285714 0.968571428571429
 2833 2 0.00571428571428571 0.974285714285714
 2860 2 0.00571428571428571 0.98
 5912 1 0.00285714285714286 0.982857142857143
 6500 1 0.00285714285714286 0.985714285714286
 7380 1 0.00285714285714286 0.988571428571429
 8090 1 0.00285714285714286 0.991428571428572
 3826 1 0.00285714285714286 0.994285714285714
 8071 1 0.00285714285714286 0.997142857142857
 5065 1 0.00285714285714286 1
