#SIC #Occurrence #Percentage #Accumulated_Percentage
 7389 2 0.142857142857143 0.142857142857143
 5944 2 0.142857142857143 0.285714285714286
 6799 2 0.142857142857143 0.428571428571429
 4833 1 0.0714285714285714 0.5
 5734 1 0.0714285714285714 0.571428571428571
 5900 1 0.0714285714285714 0.642857142857143
 7372 1 0.0714285714285714 0.714285714285714
 5531 1 0.0714285714285714 0.785714285714286
 5094 1 0.0714285714285714 0.857142857142857
 3571 1 0.0714285714285714 0.928571428571428
 3630 1 0.0714285714285714 1
