#SIC #Occurrence #Percentage #Accumulated_Percentage
 5331 6 0.09375 0.09375
 5651 5 0.078125 0.171875
 5940 4 0.0625 0.234375
 2510 4 0.0625 0.296875
 2300 3 0.046875 0.34375
 5600 3 0.046875 0.390625
 2511 3 0.046875 0.4375
 5700 3 0.046875 0.484375
 5411 3 0.046875 0.53125
 2211 2 0.03125 0.5625
 5311 2 0.03125 0.59375
 5661 2 0.03125 0.625
 3949 2 0.03125 0.65625
 5211 2 0.03125 0.6875
 3140 2 0.03125 0.71875
 2590 2 0.03125 0.75
 5140 2 0.03125 0.78125
 2060 1 0.015625 0.796875
 2320 1 0.015625 0.8125
 5900 1 0.015625 0.828125
 5531 1 0.015625 0.84375
 5712 1 0.015625 0.859375
 5400 1 0.015625 0.875
 3021 1 0.015625 0.890625
 3651 1 0.015625 0.90625
 5500 1 0.015625 0.921875
 3480 1 0.015625 0.9375
 3089 1 0.015625 0.953125
 3873 1 0.015625 0.96875
 5810 1 0.015625 0.984375
 5130 1 0.015625 1
