#SIC #Occurrence #Percentage #Accumulated_Percentage
 8742 9 0.243243243243243 0.243243243243243
 7389 5 0.135135135135135 0.378378378378378
 7371 4 0.108108108108108 0.486486486486487
 7363 3 0.0810810810810811 0.567567567567568
 8700 2 0.0540540540540541 0.621621621621622
 7370 2 0.0540540540540541 0.675675675675676
 6531 2 0.0540540540540541 0.72972972972973
 8711 1 0.027027027027027 0.756756756756757
 8200 1 0.027027027027027 0.783783783783784
 1600 1 0.027027027027027 0.810810810810811
 3669 1 0.027027027027027 0.837837837837838
 5045 1 0.027027027027027 0.864864864864865
 8741 1 0.027027027027027 0.891891891891892
 3674 1 0.027027027027027 0.918918918918919
 3663 1 0.027027027027027 0.945945945945946
 7361 1 0.027027027027027 0.972972972972973
 8111 1 0.027027027027027 1
