#SIC #Occurrence #Percentage #Accumulated_Percentage
 3674 57 0.316666666666667 0.316666666666667
 3663 12 0.0666666666666667 0.383333333333333
 3825 9 0.05 0.433333333333333
 3670 9 0.05 0.483333333333333
 3661 7 0.0388888888888889 0.522222222222222
 7373 6 0.0333333333333333 0.555555555555555
 7372 5 0.0277777777777778 0.583333333333333
 3812 5 0.0277777777777778 0.611111111111111
 3823 4 0.0222222222222222 0.633333333333333
 3559 4 0.0222222222222222 0.655555555555556
 3672 3 0.0166666666666667 0.672222222222222
 3827 3 0.0166666666666667 0.688888888888889
 3678 3 0.0166666666666667 0.705555555555556
 3577 3 0.0166666666666667 0.722222222222222
 3829 3 0.0166666666666667 0.738888888888889
 3679 3 0.0166666666666667 0.755555555555556
 8711 2 0.0111111111111111 0.766666666666667
 3576 2 0.0111111111111111 0.777777777777778
 3510 2 0.0111111111111111 0.788888888888889
 6794 2 0.0111111111111111 0.8
 3669 2 0.0111111111111111 0.811111111111111
 3357 2 0.0111111111111111 0.822222222222222
 3651 2 0.0111111111111111 0.833333333333333
 5065 2 0.0111111111111111 0.844444444444444
 3730 2 0.0111111111111111 0.855555555555556
 4813 1 0.00555555555555556 0.861111111111111
 3260 1 0.00555555555555556 0.866666666666667
 3760 1 0.00555555555555556 0.872222222222222
 1382 1 0.00555555555555556 0.877777777777778
 3620 1 0.00555555555555556 0.883333333333333
 3585 1 0.00555555555555556 0.888888888888889
 3861 1 0.00555555555555556 0.894444444444444
 8731 1 0.00555555555555556 0.9
 4899 1 0.00555555555555556 0.905555555555555
 4911 1 0.00555555555555556 0.911111111111111
 3430 1 0.00555555555555556 0.916666666666666
 7374 1 0.00555555555555556 0.922222222222222
 8741 1 0.00555555555555556 0.927777777777777
 3677 1 0.00555555555555556 0.933333333333333
 3621 1 0.00555555555555556 0.938888888888889
 5000 1 0.00555555555555556 0.944444444444444
 3690 1 0.00555555555555556 0.95
 1700 1 0.00555555555555556 0.955555555555555
 7371 1 0.00555555555555556 0.961111111111111
 3728 1 0.00555555555555556 0.966666666666666
 2890 1 0.00555555555555556 0.972222222222222
 3826 1 0.00555555555555556 0.977777777777777
 3460 1 0.00555555555555556 0.983333333333333
 3089 1 0.00555555555555556 0.988888888888888
 7900 1 0.00555555555555556 0.994444444444444
 7370 1 0.00555555555555556 0.999999999999999
