#SIC #Occurrence #Percentage #Accumulated_Percentage
 7372 17 0.226666666666667 0.226666666666667
 7374 12 0.16 0.386666666666667
 7389 6 0.08 0.466666666666667
 7370 6 0.08 0.546666666666667
 7371 5 0.0666666666666667 0.613333333333333
 7373 5 0.0666666666666667 0.68
 4899 4 0.0533333333333333 0.733333333333333
 7311 3 0.04 0.773333333333333
 7310 2 0.0266666666666667 0.8
 4813 2 0.0266666666666667 0.826666666666667
 6794 2 0.0266666666666667 0.853333333333333
 3572 2 0.0266666666666667 0.88
 5045 2 0.0266666666666667 0.906666666666666
 3612 1 0.0133333333333333 0.92
 8200 1 0.0133333333333333 0.933333333333333
 4822 1 0.0133333333333333 0.946666666666666
 3812 1 0.0133333333333333 0.96
 6798 1 0.0133333333333333 0.973333333333333
 3577 1 0.0133333333333333 0.986666666666666
 4700 1 0.0133333333333333 1
