#SIC #Occurrence #Percentage #Accumulated_Percentage
 2430 4 0.153846153846154 0.153846153846154
 1520 2 0.0769230769230769 0.230769230769231
 5030 2 0.0769230769230769 0.307692307692308
 2400 2 0.0769230769230769 0.384615384615385
 3089 2 0.0769230769230769 0.461538461538462
 2851 2 0.0769230769230769 0.538461538461539
 2510 2 0.0769230769230769 0.615384615384615
 3821 1 0.0384615384615385 0.653846153846154
 3442 1 0.0384615384615385 0.692307692307692
 2320 1 0.0384615384615385 0.730769230769231
 5211 1 0.0384615384615385 0.769230769230769
 2522 1 0.0384615384615385 0.807692307692308
 5531 1 0.0384615384615385 0.846153846153846
 3231 1 0.0384615384615385 0.884615384615384
 7200 1 0.0384615384615385 0.923076923076923
 3272 1 0.0384615384615385 0.961538461538461
 2800 1 0.0384615384615385 1
