#SIC #Occurrence #Percentage #Accumulated_Percentage
 6770 13 0.371428571428571 0.371428571428571
 7389 3 0.0857142857142857 0.457142857142857
 7374 2 0.0571428571428571 0.514285714285714
 1311 2 0.0571428571428571 0.571428571428572
 2834 2 0.0571428571428571 0.628571428571429
 4955 1 0.0285714285714286 0.657142857142857
 4922 1 0.0285714285714286 0.685714285714286
 3086 1 0.0285714285714286 0.714285714285714
 4932 1 0.0285714285714286 0.742857142857143
 4832 1 0.0285714285714286 0.771428571428572
 1700 1 0.0285714285714286 0.8
 5500 1 0.0285714285714286 0.828571428571429
 4700 1 0.0285714285714286 0.857142857142857
 8071 1 0.0285714285714286 0.885714285714286
 7900 1 0.0285714285714286 0.914285714285714
 5140 1 0.0285714285714286 0.942857142857143
 2510 1 0.0285714285714286 0.971428571428572
 1389 1 0.0285714285714286 1
