#SIC #Occurrence #Percentage #Accumulated_Percentage
 3714 22 0.0381282495667244 0.0381282495667244
 2834 19 0.0329289428076256 0.0710571923743501
 6798 11 0.0190641247833622 0.0901213171577123
 6022 10 0.0173310225303293 0.107452339688042
 7389 10 0.0173310225303293 0.124783362218371
 2800 10 0.0173310225303293 0.1421143847487
 3674 8 0.0138648180242634 0.155979202772964
 3711 8 0.0138648180242634 0.169844020797227
 3672 7 0.0121317157712305 0.181975736568458
 3490 7 0.0121317157712305 0.194107452339688
 2810 7 0.0121317157712305 0.206239168110919
 3531 7 0.0121317157712305 0.218370883882149
 3312 7 0.0121317157712305 0.23050259965338
 1000 7 0.0121317157712305 0.24263431542461
 3823 6 0.0103986135181976 0.253032928942808
 2821 6 0.0103986135181976 0.263431542461005
 2621 6 0.0103986135181976 0.273830155979203
 3559 6 0.0103986135181976 0.2842287694974
 1040 6 0.0103986135181976 0.294627383015598
 5030 6 0.0103986135181976 0.305025996533796
 3728 6 0.0103986135181976 0.315424610051993
 3089 6 0.0103986135181976 0.325823223570191
 1220 6 0.0103986135181976 0.336221837088388
 3540 5 0.00866551126516464 0.344887348353553
 2820 5 0.00866551126516464 0.353552859618718
 3561 5 0.00866551126516464 0.362218370883882
 2430 5 0.00866551126516464 0.370883882149047
 1221 5 0.00866551126516464 0.379549393414212
 2860 5 0.00866551126516464 0.388214904679376
 3560 5 0.00866551126516464 0.396880415944541
 3350 5 0.00866551126516464 0.405545927209705
 3829 5 0.00866551126516464 0.41421143847487
 3690 5 0.00866551126516464 0.422876949740035
 1400 5 0.00866551126516464 0.431542461005199
 3523 5 0.00866551126516464 0.440207972270364
 5065 5 0.00866551126516464 0.448873483535529
 6282 5 0.00866551126516464 0.457538994800693
 6331 4 0.00693240901213172 0.464471403812825
 3841 4 0.00693240901213172 0.471403812824957
 3620 4 0.00693240901213172 0.478336221837088
 6500 4 0.00693240901213172 0.48526863084922
 3990 4 0.00693240901213172 0.492201039861352
 2835 4 0.00693240901213172 0.499133448873483
 3640 4 0.00693240901213172 0.506065857885615
 3590 4 0.00693240901213172 0.512998266897747
 1311 4 0.00693240901213172 0.519930675909879
 2836 4 0.00693240901213172 0.526863084922011
 2890 4 0.00693240901213172 0.533795493934142
 3663 4 0.00693240901213172 0.540727902946274
 3460 4 0.00693240901213172 0.547660311958406
 2851 4 0.00693240901213172 0.554592720970538
 2670 3 0.00519930675909879 0.559792027729636
 3440 3 0.00519930675909879 0.564991334488735
 5051 3 0.00519930675909879 0.570190641247834
 3290 3 0.00519930675909879 0.575389948006933
 8200 3 0.00519930675909879 0.580589254766031
 3510 3 0.00519930675909879 0.58578856152513
 3720 3 0.00519930675909879 0.590987868284229
 5211 3 0.00519930675909879 0.596187175043328
 5084 3 0.00519930675909879 0.601386481802426
 2911 3 0.00519930675909879 0.606585788561525
 3580 3 0.00519930675909879 0.611785095320624
 3550 3 0.00519930675909879 0.616984402079722
 3842 3 0.00519930675909879 0.622183708838821
 3420 3 0.00519930675909879 0.62738301559792
 7350 3 0.00519930675909879 0.632582322357019
 7200 3 0.00519930675909879 0.637781629116117
 2400 3 0.00519930675909879 0.642980935875216
 5961 3 0.00519930675909879 0.648180242634315
 5812 3 0.00519930675909879 0.653379549393414
 3564 3 0.00519930675909879 0.658578856152512
 2510 3 0.00519930675909879 0.663778162911611
 3310 3 0.00519930675909879 0.66897746967071
 5080 3 0.00519930675909879 0.674176776429809
 4931 3 0.00519930675909879 0.679376083188907
 1623 2 0.00346620450606586 0.682842287694973
 6512 2 0.00346620450606586 0.686308492201039
 3578 2 0.00346620450606586 0.689774696707105
 3317 2 0.00346620450606586 0.693240901213171
 2990 2 0.00346620450606586 0.696707105719237
 3442 2 0.00346620450606586 0.700173310225302
 3585 2 0.00346620450606586 0.703639514731368
 2650 2 0.00346620450606586 0.707105719237434
 6035 2 0.00346620450606586 0.7105719237435
 5122 2 0.00346620450606586 0.714038128249566
 7359 2 0.00346620450606586 0.717504332755632
 4610 2 0.00346620450606586 0.720970537261697
 3011 2 0.00346620450606586 0.724436741767763
 2891 2 0.00346620450606586 0.727902946273829
 1520 2 0.00346620450606586 0.731369150779895
 7372 2 0.00346620450606586 0.734835355285961
 3669 2 0.00346620450606586 0.738301559792026
 2870 2 0.00346620450606586 0.741767764298092
 2522 2 0.00346620450606586 0.745233968804158
 3086 2 0.00346620450606586 0.748700173310224
 4932 2 0.00346620450606586 0.75216637781629
 2033 2 0.00346620450606586 0.755632582322356
 2273 2 0.00346620450606586 0.759098786828421
 7374 2 0.00346620450606586 0.762564991334487
 3724 2 0.00346620450606586 0.766031195840553
 7990 2 0.00346620450606586 0.769497400346619
 3621 2 0.00346620450606586 0.772963604852685
 6021 2 0.00346620450606586 0.776429809358751
 3577 2 0.00346620450606586 0.779896013864816
 2030 2 0.00346620450606586 0.783362218370882
 6795 2 0.00346620450606586 0.786828422876948
 3670 2 0.00346620450606586 0.790294627383014
 2711 2 0.00346620450606586 0.79376083188908
 1700 2 0.00346620450606586 0.797227036395146
 3533 2 0.00346620450606586 0.800693240901211
