#SIC #Occurrence #Percentage #Accumulated_Percentage
 1040 6 0.153846153846154 0.153846153846154
 1221 5 0.128205128205128 0.282051282051282
 1220 5 0.128205128205128 0.41025641025641
 3312 4 0.102564102564103 0.512820512820513
 1000 4 0.102564102564103 0.615384615384615
 2990 1 0.0256410256410256 0.641025641025641
 8200 1 0.0256410256410256 0.666666666666667
 2911 1 0.0256410256410256 0.692307692307692
 4941 1 0.0256410256410256 0.717948717948718
 4400 1 0.0256410256410256 0.743589743589744
 2860 1 0.0256410256410256 0.769230769230769
 2621 1 0.0256410256410256 0.794871794871795
 3559 1 0.0256410256410256 0.820512820512821
 6795 1 0.0256410256410256 0.846153846153846
 3334 1 0.0256410256410256 0.871794871794872
 1400 1 0.0256410256410256 0.897435897435898
 3270 1 0.0256410256410256 0.923076923076923
 2800 1 0.0256410256410256 0.948717948717949
 3341 1 0.0256410256410256 0.974358974358975
 3630 1 0.0256410256410256 1
