,cik-year,Sector 1,Sector 2,Sector 3,Sector 4,Sector 5,Sector 6,Sector 7,Sector 8,Sector 9,Sector 10
4374,1158463-2010,3.806133049347077,3.6739725884976826,3.1583022380106716,3.571841143390039,3.312299156087687,4.733647045985153,3.6244766237807626,4.450932098764815,3.9907641297791026,4.054324386972649
4375,1158463-2011,4.042621340561666,3.8807122112389925,3.4070320408679162,3.801384650686423,3.546953332455923,4.891603707741323,3.8361146565739763,4.588054802402399,4.155750390869701,4.2568917090744005
4376,1158463-2012,3.989043382376253,3.844790074753171,3.4178189222074993,3.8049287563155474,3.56743325896745,4.88098614560539,3.8080613468895446,4.48760439283552,4.064114852685932,4.195997367877669
4377,1158463-2013,4.089411938433,4.0070852278867735,3.5979855717825315,3.9212639607893216,3.746742356034904,5.058744263045397,3.9804650685624448,4.647977627762182,4.260730366805585,4.398628704401173
4378,1158463-2014,4.186483016133882,3.931630203467395,3.620906074448693,3.966553957881356,3.7644784857415337,5.0377153197598705,3.9925408911401243,4.582079394450563,4.301616751968054,4.357292670465305
4379,1158463-2015,4.3524774044012595,4.196920489913603,3.8699208747387903,4.166790369481998,4.00883045780136,5.245685696587852,4.23371123490072,4.838707903984628,4.5288272901596835,4.592843182071759
4380,1158463-2016,4.492596834645238,4.377585148461649,4.081395198940787,4.298702305421537,4.214468245596697,5.419471846965181,4.406467226453527,5.01184558392778,4.66579004572723,4.7258656077820005
4381,1158463-2017,4.733781053543739,4.635807763016113,4.356326553837595,4.5495554759779715,4.481401021172858,5.654176890451641,4.687395280801734,5.187139233425783,4.970780756853059,4.965513715073057
4382,1158463-2018,4.6524919521128085,4.5920271858038655,4.304696740049334,4.479486172894321,4.39836080728808,5.599180670814886,4.637003726666784,5.1205614120397,4.906130535539992,4.9495593565461204
4383,1158780-2008,3.3364501747575903,3.8819761653078166,3.49296825448731,3.4118509580316534,3.5593755207731985,4.649657542363287,4.007931529622405,4.5161053973710885,4.177265798331864,4.323032688213387
4384,1158780-2009,3.2432998133076496,3.649896082533717,3.3226783302865828,3.2927394814677777,3.3792598851541675,4.57976546589774,3.7440500482569616,4.283915220521417,4.070806081973564,4.099543582621531
4385,1158780-2010,3.4676084370540092,3.8188874448866286,3.5581713700585467,3.558402644884252,3.6176281948289097,4.754202234895039,3.9645439445549364,4.437566698540687,4.2565389525928286,4.2607610171143735
4386,1158780-2011,3.537284120917694,4.027354371540614,3.676589598906126,3.6433179389237274,3.6970759938347375,4.703495812715022,4.113663335113535,4.639234748933052,4.384274251961759,4.466166950239004
4387,1158780-2012,3.5487369821772403,4.159045882421062,3.8377392400105825,3.7288063439439068,3.860779886239801,4.8898752995022585,4.290148311735536,4.710763606817422,4.5707332180538245,4.637836834955213
4388,1158780-2013,3.388742383156594,3.9625100720948905,3.6134039605069876,3.5396585118601562,3.6158642579215163,4.785532512322724,4.114614029524802,4.618859991244666,4.381755658533337,4.486481325278413
4389,1158780-2014,3.8160619104937052,4.328884712253635,4.066077206687853,3.99250365860164,4.082707975327323,5.080795707795439,4.502933087373855,4.913947820625064,4.741061351709204,4.84877217057173
4390,1158780-2015,3.6953333729762075,4.31726756380805,4.045180546408016,3.927568704334455,4.068894027467988,4.9982633015823765,4.457498453740718,4.893142432127055,4.716359747913749,4.823254653192539
4391,1158780-2016,3.8267019908471185,4.460802729937997,4.198702441052005,4.052888255071603,4.221698588930068,5.133126077943975,4.597481546102362,4.998570947501047,4.828618701909056,4.944672020811246
4392,1158780-2017,3.9217105652643625,4.5021694582386305,4.247986296090141,4.143785658568555,4.294483448471124,5.2166985254390905,4.60822130308351,5.006392822172605,4.878256115446183,4.944828721302005
4393,1158780-2018,3.979515570714003,4.60450458197467,4.3181978296573105,4.202179717954797,4.381408375799453,5.319189347948171,4.671935339094082,5.067973853524187,4.956223338854718,5.018810408288481
4394,1158895-2008,3.5684964682948523,4.046124036925317,3.783683384948407,3.3249303222274382,3.7865822953209056,5.096211931951516,4.14305890981176,4.621956417201651,4.438673048760041,4.4902775128714145
4395,1158895-2009,3.9402498007476354,4.327473744952324,4.097830204331451,3.6700692134752333,4.099662461227414,5.3588305320580805,4.4249940490057655,4.917179510411184,4.688316820006036,4.765257475349867
4396,1158895-2010,4.022891287547413,4.408445424903624,4.1953423264889755,3.7332120361408534,4.21798415772096,5.459688635149563,4.477999284286787,4.981587816158887,4.817165285494347,4.819798536770078
4397,1158895-2011,3.9732210068057796,4.275654083571486,4.06678959352876,3.5393311379195285,4.083914670025739,5.355169052413847,4.33106105135391,4.8900024595296765,4.695001653052082,4.728998442327757
4398,1158895-2012,3.833378215595111,3.9815956160777923,3.76853188113633,3.300616278104127,3.7653503871630645,5.040171020916754,4.053339195599228,4.571193834795159,4.429368196593158,4.4369228446009155
4399,1158895-2013,4.109126766858392,4.232742423032731,4.057937883115918,3.6081456517488952,4.040011883973504,5.292406304728525,4.3392452128488435,4.786681286365105,4.683914802174095,4.707475283692914
4400,1158895-2014,4.13281128525089,4.239573013426034,4.08452665480719,3.629888212446242,4.062955242610942,5.275232506752916,4.344043672978442,4.778507323268424,4.702811174109944,4.693087779748819
4401,1158895-2015,4.114558350726191,4.182485335021303,4.008521338290557,3.5780329606286148,3.9805947459256297,5.241486114956124,4.322140449304804,4.73617729607698,4.65517659143346,4.685017420840665
4402,1158895-2016,4.10400671372465,4.203753945990068,4.012184889675709,3.582007121802268,3.9969520221010506,5.196049568806464,4.281064312807299,4.761638057483665,4.639440877847151,4.6446851761971875
4403,1158895-2017,4.385207902499582,4.572279687203265,4.410026408167097,3.9081534239920748,4.4176072373396025,5.6188647900236965,4.632991889174087,5.1149457762660075,4.934737693911268,4.9762081272974354
4404,1158895-2018,4.5190582004053805,4.69224602273823,4.544165373347994,4.050329142795941,4.541528137954593,5.72564465482856,4.774480911596773,5.2113858744857975,5.045428786360392,5.097099812073711
4405,1159036-2008,3.0757952470933128,3.6022254845167847,3.230457779710297,3.1933902037214597,3.29274866481539,4.4047230516251314,3.7277968960213563,4.138555779127846,3.984438133448249,4.003412168905698
4406,1159036-2009,3.194180818829896,3.7753634350808274,3.3623213113775305,3.3094552304185414,3.4189793131766484,4.485074195640394,3.8909561287301835,4.342370059648187,4.153876717362954,4.22265000133254
4407,1159036-2010,3.5201985142727823,4.132443237500449,3.7522910483064664,3.6544992243743066,3.8173577414806927,4.725944293493959,4.253320761495808,4.678556283831757,4.467826965106365,4.579791575160497
4408,1159036-2011,3.519052041117777,4.195423957511373,3.8438083300414694,3.7746036026295404,3.920219855579827,4.762594037279824,4.305254386261839,4.725575087181686,4.575230751813236,4.581374191548188
4409,1159036-2012,3.417670723920239,4.197413813264023,3.813360028665934,3.7481834747647462,3.875130831893806,4.645692551799889,4.269499935251582,4.652403470294242,4.541336182436869,4.5232196312314406
4410,1159036-2013,3.443527782318878,4.267094180129756,3.86138994529858,3.7714529037359807,3.923173239481169,4.701070741705875,4.319865742357141,4.6874699089097,4.554585523843418,4.57541731732879
4411,1159036-2014,3.6199959049103816,4.398469683180253,3.986313672600464,3.9156774683480453,4.0733350512660245,4.85104394477098,4.427625350240134,4.7710714519053,4.675471793948995,4.6644430507773285
4412,1159036-2015,3.493325918422984,4.282246604228781,3.8736052257322418,3.7875828621393515,3.9517893720745803,4.752985813227596,4.334242806194001,4.617453687857469,4.569711684163163,4.539672527271937
4413,1159036-2016,3.5917924250179682,4.371142663146028,3.9548525996325505,3.8763762551796184,4.058275759566167,4.790422629818105,4.391886561643194,4.685696356480554,4.634486464678653,4.602974542366587
4414,1159036-2017,3.5160756138825513,4.298583102485203,3.9252295457356676,3.836561133926575,4.00587089964349,4.801749186675826,4.359754831839763,4.680780782700815,4.563674885829267,4.544107347782077
4415,1159036-2018,3.812600701166753,4.547741312366422,4.199322995992226,4.116580785711313,4.272208609938976,5.016742958830755,4.609003497393274,4.87215749956302,4.812073682142612,4.769829709353974
4416,1159167-2008,3.900195946479327,4.16169985415358,3.624927982541236,3.7457573518986824,3.6102079423660953,4.793128629243357,4.073737899207419,4.786925327397136,4.48743705881746,4.4472681079274885
4417,1159167-2009,4.087981688255111,4.284820736687697,3.7698198328606805,3.919856766756205,3.7567475616895663,4.854686094591125,4.180997618202104,4.874771240868702,4.5940164940976285,4.5686087550323755
4418,1159167-2010,4.294715823910088,4.425179231629831,3.921561499666154,4.094699543343546,3.917576511194555,4.952354519802462,4.3515004999621665,5.00102567518753,4.7139120366136416,4.701092371620797
4419,1159167-2011,4.0432643129671995,4.03846447132596,3.59384875342569,3.7504777733893433,3.600409329457575,4.666580165615657,4.026699299709792,4.6962250195632915,4.417067932980897,4.400491038034506
4420,1159167-2012,4.291047887824005,4.291422598358382,3.8847487808175014,4.029297110955899,3.898810841478205,4.883336842148477,4.303901966082888,4.929687095045532,4.659426295379671,4.638766975327028
4421,1159167-2013,4.354739009874014,4.417666314311087,3.9997326593439584,4.1148303332313505,4.005060825408577,4.980913453026706,4.412918523161356,5.014032626680543,4.729142058433314,4.710526707498242
4422,1159167-2014,4.391084038681766,4.421597308360109,4.036974750876836,4.141150490966376,4.0256990563566735,5.040861858770398,4.440238610639385,5.069063226100869,4.777270982237452,4.778767044606746
4423,1159167-2015,4.518928639845827,4.551874076625733,4.162292176867115,4.268751993105732,4.148257625559212,5.088674784042048,4.5688426076233295,5.148524408414382,4.859409013857307,4.900023897981772
4424,1159167-2016,4.353519835557416,4.323547782640278,3.9497105421740915,4.090301393529947,3.932598629001764,4.968138517047484,4.376113332613379,4.965364978133685,4.683800267690932,4.695022013926965
4425,1159167-2017,4.042658500983879,4.115500585359369,3.6515276752331975,3.8048713119793436,3.5347983195262733,4.739251279998679,4.131906404516662,4.789559900073079,4.391778931159451,4.475396519933389
4426,1159167-2018,3.978582344215075,3.945555653448487,3.490818686736274,3.678146992708899,3.3436577673971333,4.698552197918361,3.900721994538895,4.5892723690542505,4.231518833544079,4.3246227550376695
4427,1159281-2008,3.8676168542281277,3.5374810508358494,3.4635442869895514,3.401442881092071,3.603401762674128,4.859270638006847,3.7894134994127735,4.494625260814198,4.022464787004217,4.073060774567868
4428,1159281-2009,3.929434977052062,3.533557471624765,3.577789937692693,3.5100678937744845,3.7096164711515014,4.855824017098119,3.827015542954908,4.423192458808921,4.0421907148371865,4.036966772263774
4429,1159281-2010,4.207484171949528,3.8831141439660835,3.918739614842756,3.7502215579307365,4.04308322565266,5.148760968822791,4.170543088347883,4.7638323267049945,4.368350460088522,4.381364941298803
4430,1159281-2011,4.215701837983954,3.9101327652374644,3.9255408064707757,3.767978097385934,4.036158728997893,5.176424205401481,4.1849946441508274,4.79392129605546,4.36747960146167,4.403566555439039
4431,1159281-2012,4.317299968918848,3.9967626345155787,4.02543163574138,3.9152356750587654,4.138760616963757,5.26731293815771,4.259786608302492,4.8612878826088055,4.432594103938781,4.448292435638687
4432,1159281-2013,4.1978792258152104,3.879780517146216,3.8863637331382157,3.739330365063824,4.007151892134381,5.15631593517913,4.087148845615449,4.80268036948304,4.268099522162008,4.3252125622070166
4433,1159281-2014,4.304861419308718,3.9566047286853063,4.000492497312385,3.837348674671485,4.130637219762367,5.25898033274558,4.199690359662215,4.853359863110223,4.35235710771776,4.417020139045379
4434,1159281-2015,2.547099343295709,2.5479993447252354,1.8772957426109194,2.3107938831836563,2.1611701338826856,3.4060484170090244,2.5593983587318156,3.5898641831537446,3.061496363914574,3.0009805876943165
4435,1159281-2016,2.5869527418814355,2.5727401755128545,1.897044949720394,2.3685981044093722,2.1886498371984437,3.4154601607315525,2.540489791928442,3.6057350860566912,3.0893742801665236,3.0038756699809843
4436,1159281-2017,4.192526880254241,4.024823920090027,3.986127902349763,3.740563062680144,4.077577705259128,5.214283597792725,4.119438586842694,4.781798867204157,4.441585164458919,4.454969737464395
4437,1159281-2018,4.329511358627536,4.1826274426440735,4.131199221319073,3.9102355114334113,4.2093760958531625,5.327012739014809,4.220031888171753,4.82145784156535,4.568825123257559,4.573368591095026
4438,1160308-2008,3.1028016456645964,4.004903129168458,3.71269009445605,3.5541193396317117,3.7692354927176384,4.866520315048968,4.125029973338791,4.470269734681708,4.289058942804639,4.3367099727237655
4439,1160308-2009,3.2194250052660074,3.9363516085218784,3.6337186022569137,3.4527685874468337,3.697921872698519,4.846503453405816,4.00783865762566,4.482527207269914,4.379459942562664,4.290006292542719
4440,1160308-2010,3.5127352711230775,4.214085702832049,3.969608303010731,3.7740195994814845,4.039950431436678,5.114154718281318,4.310006710042034,4.658056148653617,4.638504080677266,4.5995632801876445
4441,1160308-2011,3.6708880438814457,4.24783494978943,4.119115809075462,4.069738136957723,4.204742310891026,5.101094545749529,4.478851464905485,4.578284480190871,4.621157491963845,4.63174820825202
4442,1160308-2012,3.404726024551031,4.047828766741116,3.945118074546011,3.8956645791210938,4.071599060734118,5.059522282803587,4.292306071866877,4.4774205210216085,4.582393567536291,4.502415162317312
4443,1160308-2013,4.232830691660387,5.017136492590522,4.750609393315846,4.570980279577906,4.887887185450489,5.527841063905371,5.003429521541325,5.284545087920839,5.128258098639761,5.0784840710973285
4444,1160308-2014,4.663651779212886,5.390384960944643,5.173453172740052,5.041113474618461,5.306573783696186,5.7420388551233925,5.395389804429983,5.636440057927722,5.468947463087986,5.369804763922609
4445,1160308-2015,4.720283874897873,5.410041739356406,5.213369445559126,5.102984197086615,5.35306352051499,5.590007654785817,5.441771872749944,5.624524156317136,5.4918297278184065,5.415562490817683
4446,1160308-2016,4.575815802184399,5.268826689645588,5.070801790450596,4.957852206848386,5.2122174273306445,5.476510999984562,5.290284360926959,5.524502046688027,5.361811314939171,5.310122517892621
4447,1160308-2017,3.0409539549109517,3.9789541561570916,3.5940842894878893,3.455533900910267,3.693337070105848,4.463240323530423,3.9685859513399997,4.379351047728855,4.447587349315537,4.258605916825607
4448,1160308-2018,4.026725787961358,4.925644795109575,4.573171884801873,4.482790926491491,4.701582135512133,5.2496056816736925,4.863163791386877,5.238864409359609,4.982253184225141,4.869523235658298
4449,1161728-2008,4.2150758201440475,4.003303260516637,3.6437277149823064,3.9915174460293934,3.8849463356849463,4.992654461864746,4.024294104640056,4.892622678356394,4.271330982458507,4.240471652129393
4450,1161728-2009,4.406055893649466,4.28296963322634,3.9499149391834374,4.235894989490192,4.1756314838929764,5.220243542061256,4.321442386420247,5.141837183131371,4.4737268156085745,4.517452879665731
4451,1161728-2010,4.522306806174655,4.485547893703561,4.113073817859606,4.348458358671149,4.3162354861654935,5.312452217825327,4.433911621194019,5.336968614587009,4.643451733493334,4.646750583430862
4452,1161728-2011,4.726449543810365,4.524217428802109,4.202040385520433,4.543896533314235,4.4027932722646685,5.3807235275169925,4.487362396170536,5.311799417091263,4.719494596411874,4.747678026488008
4453,1161728-2012,5.024757835184875,4.798739493922404,4.508601970280459,4.870405198867859,4.691431139154627,5.6374503785230115,4.792905959026683,5.587927972879804,4.980019193118962,5.068124428137563
4454,1161728-2013,4.918631107213212,4.633706855371886,4.324267590633834,4.737691934422617,4.503301673801422,5.448643138306207,4.627673794599131,5.449710227413438,4.834851793206489,4.892357723751471
4455,1161728-2014,5.010971278189533,4.764840918547297,4.434614210260646,4.811855543427927,4.601032061231733,5.50313950895423,4.72822201596552,5.576588340252408,4.957695321601502,5.023797687697463
4456,1161728-2015,4.842575053816841,4.614921066425787,4.2779798878872,4.651808376262899,4.440224103221227,5.458045476666952,4.6115548472129095,5.439641116727288,4.798469206958758,4.907818886446408
4457,1161728-2016,4.906036042839784,4.684827256521815,4.368366573372733,4.719299764140984,4.529260435626596,5.5191079271694745,4.683474938567423,5.492994346079315,4.8782778207800055,5.0066141637840715
4458,1161728-2017,5.137161595084369,4.885327985291413,4.590783603762537,4.943501726443236,4.733458672757378,5.6636062975526205,4.900038298423763,5.678256301735147,5.07231238676275,5.207270518014906
4459,1161728-2018,4.963634422888616,4.710604054416652,4.406702732461534,4.765416454458474,4.545001005704354,5.507040239892165,4.71056129043855,5.511889207344171,4.9094813734194425,5.0222761496001205
4460,1162112-2011,4.165919005595232,4.061881018746539,3.644464030488926,3.933616477165272,3.5995782526127065,4.484993944812037,4.048746471512536,4.7540209945576555,4.406991385322395,4.487275161601982
4461,1162112-2012,4.27704157471451,4.162707093468363,3.7436382444507847,4.048929295951001,3.6845377236425554,4.415256223174452,4.165534128042696,4.81502684168624,4.529295191772273,4.616317204446077
4462,1162112-2013,4.291252298064618,4.210183922214564,3.813599803468704,4.09062333260955,3.708073638324681,4.554128735248769,4.190000414353299,4.828467804262062,4.531723364487754,4.621002933976533
4463,1162112-2014,4.524671576837809,4.393341669040971,4.0202656013060265,4.288527218270232,3.915480996705971,4.695765376576398,4.40251137232257,5.010147931138124,4.758055466355357,4.8226922160573
4464,1162112-2015,4.454401401152321,4.311047954302795,3.968660189340963,4.246511976507895,3.885642030538309,4.73955335658993,4.320530552904784,4.88360898270177,4.660679177899671,4.7000444969350035
4465,1162112-2016,4.465291455062065,4.329368027919982,3.9754215827711032,4.293343484861536,3.9493340358529943,4.806079242350925,4.36337732999348,4.9099822500034875,4.679225991913322,4.681934462078169
4466,1162112-2017,4.364589054474608,4.293055211852993,3.8884296243319723,4.145747362141605,3.798427465567068,4.695213058250734,4.29285578728008,4.882892662197278,4.614588507860683,4.739407166751857
4467,1162112-2018,4.1672224264192295,4.06306791215325,3.6540555624026667,3.928957982850819,3.538148479401208,4.516866163796299,4.027807097679462,4.659653457839575,4.453940710190566,4.533928643781079
4468,1162194-2011,4.211798407349701,4.611188568279421,4.259220130527664,4.0170517413269025,4.161810149268357,5.266022647422084,4.613486437854577,5.037152505140628,4.914121205482559,4.816046867060795
4469,1162194-2012,4.54175549015315,4.9154818019527,4.611381954920605,4.384033399633737,4.512389644447961,5.546270957134554,4.931656519853792,5.31600853045195,5.190119012678457,5.115910584425867
4470,1162194-2013,4.02115822773461,4.514738167738007,4.161701565704954,3.897562367003092,4.020885340359196,5.210176616800618,4.521837953215579,4.905589808804836,4.735792633159499,4.746262341164216
4471,1162194-2014,4.283027009109385,4.711133114450003,4.415051411740134,4.175412125463619,4.283603733749211,5.435859747932958,4.765095411080644,5.0984802799203095,4.942547115330534,4.9802596479329315
4472,1162194-2015,3.8044227362559475,3.9195036983904434,3.6376179178913275,3.467290888684811,3.566212412547818,4.873478365435824,4.031850359240823,4.453412583143762,4.322776523184184,4.28828100456517
4473,1162194-2016,4.071147754619343,4.23352277906477,3.9672973854148963,3.7449922773168547,3.8735128071906266,5.054169736157752,4.323438840949916,4.689881708691405,4.6138987649310295,4.5674697132311985
4474,1162194-2017,4.1760896419011955,4.320474376646928,4.086198218881414,3.8522780896739897,4.002712479961563,5.158457200464369,4.403392036721583,4.754618971127602,4.7001926076281775,4.628539639652989
4475,1162461-2008,4.053093807811433,4.552243859801988,4.1760314221784505,3.780271871041185,4.180800572300568,5.261770633337996,4.49457693811428,5.06949581743933,4.737529201696231,4.8561244669868175
4476,1162461-2009,4.454214615070114,4.916746357216936,4.581388047629292,4.20354381555854,4.580920595557664,5.620612754368867,4.883744656404591,5.399019074044374,5.133129987216849,5.242675913806011
4477,1162461-2010,4.586132019097877,5.05602320342693,4.7442320991869895,4.366153361022605,4.737884228421616,5.734802222095007,5.040956087098198,5.514766635144863,5.274692050436978,5.379069602945541
4478,1162461-2011,4.958757420778255,5.382491004592479,5.118886933176026,4.764646221912087,5.102101804868772,6.0022159721076385,5.414607150113385,5.813029189439925,5.609693070474057,5.725364591593581
4479,1162461-2012,5.104321076767727,5.478159633419752,5.225977002112705,4.912181914876234,5.207945816949078,6.005331924991499,5.537560081004123,5.9106211372618915,5.691202125305199,5.836306999307854
4480,1162461-2013,2.5588060061485085,2.524255488811321,1.8417156358732443,2.3186862625930154,2.1462026801068284,3.396798439790872,2.4855045545141827,3.5020469874839923,3.03831469278821,2.9000655954543135
4481,1162461-2014,5.295820493101536,5.670040956293588,5.384203932748862,5.083055118388471,5.365773715248664,6.203654865915415,5.691035456568331,6.075352692110492,5.814491666812068,5.959494258004926
4482,1162461-2015,5.283223494290745,5.657574578781623,5.337184528582677,5.086476351597729,5.311588728955079,6.128851650770836,5.678498634038491,6.042545861445896,5.8103429918272465,5.919745617055784
4483,1162461-2016,2.5514783071009863,2.553779210902993,1.8774009672220218,2.319191308473088,2.185177535918201,3.3855963411625307,2.5027108701828134,3.54416491483172,3.0745001634285036,2.933104784924507
4484,1162461-2017,5.596451295107102,5.974091896160548,5.654920476111702,5.411533495812545,5.630994261484979,6.351215156648307,5.9684304241381465,6.305370342518504,6.066460803486825,6.195030755861755
4485,1163370-2008,3.9000892789978647,3.7658996881298807,3.484937386794322,3.7408191699190265,3.6040870085598713,3.694939562276979,3.5077109142801484,4.159155145459388,3.943006682533801,3.5601479447621753
4486,1163370-2009,4.289620739908895,4.161344929966153,3.950317606159083,4.14195337323236,4.057756240392732,3.9719021688579663,3.9876548354768144,4.595531667990137,4.424249259121603,3.9805084658093257
4487,1163370-2010,3.612629335830099,3.2763007846764207,2.996206549634829,3.3399268556499964,3.1221433071470446,4.135554161196183,2.829205046226195,4.093302001604588,3.658017779871518,3.3572480521606685
4488,1163370-2011,3.818923334935181,3.4559769260426147,3.1870748823651183,3.55453606034741,3.309033448410614,4.235848065365935,3.061085634174355,4.253902145347275,3.888426519471631,3.568036054491485
4489,1163370-2012,3.8907973046940256,3.5319718802512483,3.248175261626951,3.6228647786185935,3.34189675213845,4.32227823665017,3.0814076092806295,4.322563925749518,3.8823371054118088,3.6851943668184846
4490,1163370-2013,3.920053634548805,3.636922790458576,3.2920437043174546,3.5624151405150313,3.3550999686884637,4.185128991068833,3.0608728395058638,4.40592966710253,3.852329715531178,3.838048212270038
4491,1163370-2014,3.9598965505010675,3.627467153807336,3.3108836734730294,3.6139993831044293,3.3719412455730278,4.341834652564815,3.0974456293956685,4.387000052110635,3.9660410180606895,3.8196081061373213
4492,1163370-2015,4.071985207986167,3.744230892489886,3.4620130112363108,3.754380504907052,3.5560804289430843,4.47429147301744,3.1781877337855393,4.407289403789188,4.015711359314117,3.9261875036746976
4493,1163370-2016,4.062191090899619,3.7159086290458774,3.457122500890905,3.7679095165037135,3.592286853322233,4.496924623065475,3.1757576735295268,4.375789264856042,4.0213541916906355,3.8579794979165234
4494,1163370-2017,4.318330856885132,3.991021302493346,3.730834450833089,4.018518536241885,3.8413837287976005,4.721517060099021,3.4899518151572844,4.640342608301102,4.252943769607399,4.134741333820302
4495,1163370-2018,4.265532765727252,3.912359374203839,3.6666027258170564,3.955829228205398,3.7927922402080707,4.6605208646294445,3.391318966218931,4.5418765710577045,4.205598345030204,4.033588023286628
4496,1166388-2010,3.750034274046365,3.8497029334428614,3.4865679762834594,3.5731517502431234,3.3589714510299444,4.688661392866729,3.7572508962049844,4.339182436912546,4.060062748019796,4.168960797352199
4497,1166388-2010,4.137335363269598,4.215191332012168,3.910838695579857,3.9649583688303065,3.785527962638009,4.969300813643811,4.126416750635053,4.727535908857714,4.460985349145729,4.524884613823621
4498,1166388-2010,4.434191986254837,4.553279678841775,4.2612369466942726,4.301406111428405,4.129128124109224,5.302301598007634,4.448505239542151,5.019910329426961,4.735422105218464,4.822394309432887
4499,1166388-2011,3.9805843364515328,4.130366801849282,3.6512966234209405,3.722496215730684,3.449459591456536,4.794952269298151,4.005708197297143,4.602114281272095,4.351912538348668,4.458246088960061
4500,1166388-2012,4.203690628467019,4.311342503506289,3.8726624260790596,3.93125745127141,3.6656113617801513,4.908546299273769,4.210385315795043,4.778747364710644,4.520484505178578,4.680762037230776
4501,1166388-2013,4.366273041874595,4.433477404137996,4.035995670024078,4.12337444515065,3.837588394446135,5.0789462979966915,4.328691765394879,4.83016712513059,4.638629285532066,4.767050054180157
4502,1166388-2014,3.994630456722179,4.02603263742841,3.646101606364367,3.7535813126434907,3.4696824780882896,4.776144150951049,3.9494345411911667,4.456364844688333,4.3334847150994324,4.4360589916391415
4503,1166388-2015,3.9120297726636464,3.9179495004079925,3.511465288612401,3.6339388824765457,3.2959117013123937,4.70141214111199,3.8410699770293615,4.44729741213482,4.203829632765022,4.384625411519801
4504,1166388-2016,4.047343044404485,4.013532902892054,3.6701049041832112,3.7705340062960895,3.4641970835509697,4.798845066003976,3.9657999387323892,4.545881537841027,4.333308171791475,4.468337071119271
4505,1166388-2017,4.293010009252656,4.462053017974648,4.040049353180841,4.0267840929442835,3.80423852156409,5.002315146614261,4.360549642183376,4.906197922617502,4.650520124694858,4.78420225523289
4506,1166388-2018,4.1881777454148645,4.228103324649131,3.8639037158060265,3.9031518905880644,3.6314700693772863,4.884109948025365,4.174496902071799,4.697695141943184,4.4749203490184115,4.662381447613512
4507,1166691-2008,4.250142183327404,4.319566067987786,3.976621851316226,4.001481590508981,3.8536397462020555,4.970725544260802,4.160374516216183,4.920201761169977,4.547177741879723,4.544401852002428
4508,1166691-2009,4.299203612827061,4.3297849436980655,4.019011362065469,4.046635710012855,3.881494475155248,4.997992975275681,4.194063704584072,4.957032793944425,4.601036777654669,4.598639097264441
4509,1166691-2010,4.557629330808452,4.6219185632283,4.316263313855072,4.327747577819924,4.188874155729591,5.167300307264774,4.487310906029599,5.169611276430818,4.838111646017326,4.851225452186671
4510,1166691-2011,4.571711682198199,4.5558384247690675,4.276881599346846,4.407187753474363,4.199897399351137,5.007615427026449,4.540239471080069,5.073757067209106,4.83173216269702,4.8532106887817745
4511,1166691-2012,4.668553079539915,4.665693948567265,4.38538939713653,4.48869012158056,4.287040551648541,5.16492193000715,4.637041407939564,5.275224445586989,4.960763891684943,4.954128076887273
4512,1166691-2013,4.863421938443241,4.836924120485596,4.589774017969417,4.69627962754258,4.496279496800445,5.38868208070381,4.83057977736585,5.4010680549892705,5.106632231578003,5.123411086954382
4513,1166691-2014,5.006795423479643,4.9702803125968,4.730441526297562,4.834603269318457,4.63590281463528,5.457454875288632,4.98568672050959,5.524180735873218,5.283349346801672,5.260929469746876
4514,1166691-2015,5.050703806617096,5.011791226413253,4.761657731713073,4.874332529371689,4.663739083558671,5.443137827168971,5.000411118245102,5.501178093329461,5.285490010283951,5.285343673526129
4515,1166691-2016,4.943682537309097,4.92258165910603,4.683808342173865,4.772962348092656,4.568511477799782,5.408443915884087,4.883885282512487,5.467133104140259,5.22455392160708,5.2101606515753005
4516,1166691-2017,4.862260471212305,4.873280862748381,4.601035218358261,4.685118430794462,4.491860431657631,5.340657984241602,4.818615019117396,5.376575778827908,5.132704564908193,5.162524876460027
4517,1166691-2018,5.035620347737229,5.0139445350452005,4.751191688329928,4.868953623149888,4.641311098546562,5.488162787718082,4.9453386423943915,5.504933386786378,5.272329555583235,5.277299020623111
4518,1166928-2008,3.710590270046733,3.379951267503331,3.2107794069366724,3.5181442394178997,3.3252586461978053,4.386671875186518,2.8877511322962324,4.085560569814752,3.810126353821447,3.2231137053225205
4519,1166928-2009,3.575684040041224,3.193934229020948,2.965055955421952,3.278701414777748,3.0705079676989726,4.360036067548153,2.7133417828806894,3.8735699695688,3.630616199320947,3.2672596597548638
4520,1166928-2010,2.6405340992722746,2.560136364701734,1.9366874999712205,2.3560022918555696,2.2037970273072904,3.4036558953218083,2.4481724462849543,3.497273342871396,3.0301942997733224,2.94776790344867
4521,1166928-2011,3.5029443150907458,3.1609669288711477,2.891996592082915,3.1584233214770414,2.913915239380174,4.406005389162521,2.6108894787594603,3.87618406618505,3.578220543546208,3.2412320193477164
4522,1166928-2012,3.605580503902854,3.317770059196546,2.948601733176238,3.2276408424406013,2.9524342818599147,4.341223771839948,2.702113723139251,3.985324516817946,3.6608643051143837,3.356415185742562
4523,1166928-2013,4.000547803144071,3.6168139153013805,3.5130174001207313,3.7315966930252746,3.5639456414004003,4.567579917364563,3.0029039374256516,4.194975006746336,4.025506209536132,3.4956121153204003
