,CIK,Year,Sector,Industry
8341,1456772,2009,4,24
8342,1456772,2009,4,24
8343,1456772,2010,4,24
8344,1456772,2010,4,24
8345,1456772,2011,4,24
8346,1456772,2011,4,24
8347,1456772,2012,4,24
8348,1456772,2012,4,24
8349,1456772,2013,4,24
8350,1456772,2013,4,24
8351,1456772,2014,4,24
8352,1456772,2014,4,24
8353,1456772,2015,4,24
8354,1456772,2015,4,24
8355,1456772,2016,4,24
8356,1456772,2016,4,24
8357,1456772,2017,4,24
8358,1456772,2017,4,24
8359,1457612,2013,2,11
8360,1457612,2014,2,11
8361,1457612,2015,2,11
8362,1457612,2016,2,11
8363,1457612,2017,2,13
8364,1459200,2015,9,72
8365,1459200,2016,9,72
8366,1459200,2017,9,72
8367,1459417,2014,4,22
8368,1459417,2015,4,22
8369,1459417,2016,4,22
8370,1459417,2017,4,22
8371,1460329,2009,10,87
8372,1460329,2014,10,87
8373,1460329,2015,10,76
8374,1460329,2016,10,76
8375,1460329,2017,6,37
8376,1460702,2015,2,11
8377,1460702,2016,2,11
8378,1460702,2017,2,11
8379,1461755,2015,3,17
8380,1461755,2016,3,17
8381,1461755,2017,3,17
8382,1461993,2011,2,11
8383,1461993,2012,2,11
8384,1461993,2013,2,11
8385,1461993,2014,2,11
8386,1461993,2015,2,11
8387,1461993,2016,2,11
8388,1461993,2017,2,13
8389,1462120,2015,3,17
8390,1462120,2016,3,17
8391,1462120,2017,3,17
8392,1462418,2009,10,97
8393,1462418,2010,10,97
8394,1462418,2011,10,97
8395,1462418,2012,10,97
8396,1462418,2013,10,97
8397,1462418,2014,10,97
8398,1462418,2015,10,97
8399,1462418,2016,10,97
8400,1462418,2017,10,97
8401,1463101,2012,8,54
8402,1463101,2013,8,54
8403,1463101,2014,8,54
8404,1463101,2015,8,54
8405,1463101,2016,8,54
8406,1463101,2017,8,54
8407,1463258,2010,8,56
8408,1463258,2011,8,56
8409,1463258,2012,8,56
8410,1463258,2013,8,56
8411,1463258,2014,8,56
8412,1463258,2015,8,56
8413,1463258,2016,8,56
8414,1463258,2017,8,56
8415,1464343,2009,10,97
8416,1464343,2010,10,97
8417,1464343,2011,10,97
8418,1464343,2012,10,97
8419,1464343,2013,10,97
8420,1464343,2014,10,97
8421,1464343,2015,10,97
8422,1464343,2016,10,97
8423,1464343,2017,10,97
8424,1464790,2009,10,89
8425,1464790,2009,10,89
8426,1464790,2009,10,89
8427,1464790,2009,10,89
8428,1464790,2009,10,89
8429,1464790,2009,10,89
8430,1464790,2009,10,89
8431,1464790,2010,10,89
8432,1464790,2010,10,89
8433,1464790,2010,10,89
8434,1464790,2010,10,89
8435,1464790,2010,10,89
8436,1464790,2010,10,89
8437,1464790,2010,10,89
8438,1464790,2011,10,89
8439,1464790,2011,10,89
8440,1464790,2011,10,89
8441,1464790,2011,10,89
8442,1464790,2011,10,89
8443,1464790,2011,10,89
8444,1464790,2011,10,89
8445,1464790,2012,10,89
8446,1464790,2012,10,89
8447,1464790,2012,10,89
8448,1464790,2012,10,89
8449,1464790,2012,10,89
8450,1464790,2012,10,89
8451,1464790,2012,10,89
8452,1464790,2013,10,89
8453,1464790,2013,10,89
8454,1464790,2013,10,89
8455,1464790,2013,10,89
8456,1464790,2013,10,89
8457,1464790,2013,10,89
8458,1464790,2013,10,89
8459,1464790,2014,10,89
8460,1464790,2014,10,89
8461,1464790,2014,10,89
8462,1464790,2014,10,89
8463,1464790,2014,10,89
8464,1464790,2014,10,89
8465,1464790,2014,10,89
8466,1464790,2015,10,89
8467,1464790,2015,10,89
8468,1464790,2015,10,89
8469,1464790,2015,10,89
8470,1464790,2015,10,89
8471,1464790,2015,10,89
8472,1464790,2015,10,89
8473,1464790,2016,10,89
8474,1464790,2016,10,89
8475,1464790,2016,10,89
8476,1464790,2016,10,89
8477,1464790,2016,10,89
8478,1464790,2016,10,89
8479,1464790,2016,10,89
8480,1464790,2017,10,89
8481,1464790,2017,10,89
8482,1464790,2017,10,89
8483,1464790,2017,10,89
8484,1464790,2017,10,89
8485,1464790,2017,10,89
8486,1464790,2017,10,89
8487,1464963,2010,4,21
8488,1464963,2011,4,21
8489,1464963,2012,4,21
8490,1464963,2013,4,21
8491,1464963,2014,4,21
8492,1464963,2015,4,21
8493,1464963,2016,4,21
8494,1464963,2017,4,21
8495,1466026,2016,3,16
8496,1466026,2017,3,16
8497,1466301,2011,2,11
8498,1466301,2012,2,6
8499,1466301,2013,2,6
8500,1466301,2014,6,39
8501,1466301,2015,6,39
8502,1466301,2016,2,6
8503,1466301,2017,2,6
8504,1466538,2009,10,91
8505,1466538,2009,10,91
8506,1466538,2009,10,91
8507,1466538,2010,10,91
8508,1466538,2010,10,91
8509,1466538,2010,10,91
8510,1466538,2011,10,91
8511,1466538,2011,10,91
8512,1466538,2011,10,91
8513,1466538,2012,10,91
8514,1466538,2012,10,91
8515,1466538,2012,10,91
8516,1466538,2013,10,91
8517,1466538,2013,10,91
8518,1466538,2013,10,91
8519,1466538,2014,10,91
8520,1466538,2014,10,91
8521,1466538,2014,10,91
8522,1466538,2015,10,91
8523,1466538,2015,10,91
8524,1466538,2015,10,91
8525,1466538,2016,10,91
8526,1466538,2016,10,91
8527,1466538,2016,10,91
8528,1466538,2017,10,91
8529,1466538,2017,10,91
8530,1466538,2017,10,91
8531,1466593,2009,8,61
8532,1466593,2010,8,61
8533,1466593,2011,8,61
8534,1466593,2012,8,61
8535,1466593,2013,8,61
8536,1466593,2014,8,61
8537,1466593,2015,8,61
8538,1466593,2016,8,61
8539,1466593,2017,8,61
8540,1467154,2016,2,11
8541,1467154,2017,2,13
8542,1467652,2015,2,12
8543,1467652,2016,2,12
8544,1467652,2017,2,12
8545,1468328,2009,4,23
8546,1468328,2010,4,23
8547,1468328,2011,4,23
8548,1468328,2012,4,23
8549,1468328,2013,4,23
8550,1468328,2014,4,23
8551,1468328,2015,4,23
8552,1468328,2016,4,23
8553,1468328,2017,4,23
8554,1468666,2016,10,78
8555,1468666,2017,10,78
8556,1469367,2015,8,54
8557,1469367,2016,6,37
8558,1469367,2017,8,54
8559,1469443,2015,8,56
8560,1469443,2016,8,56
8561,1469443,2017,8,56
8562,1470099,2014,10,78
8563,1470099,2015,10,78
8564,1470099,2016,10,78
8565,1470099,2017,10,78
8566,1470205,2014,3,16
8567,1470205,2015,6,37
8568,1470205,2016,3,16
8569,1470205,2017,3,16
8570,1471265,2009,3,15
8571,1471265,2010,3,15
8572,1471265,2011,3,15
8573,1471265,2012,3,15
8574,1471265,2013,3,15
8575,1471265,2014,3,15
8576,1471265,2015,3,15
8577,1471265,2016,3,15
8578,1471265,2017,3,15
8579,1472091,2015,2,11
8580,1472091,2016,2,11
8581,1472091,2017,2,11
8582,1472595,2010,10,94
8583,1472595,2011,10,94
8584,1472595,2013,10,94
8585,1472595,2014,10,94
8586,1472595,2015,10,94
8587,1472595,2016,10,94
8588,1472595,2017,10,94
8589,1473334,2009,8,58
8590,1473334,2011,8,51
8591,1473334,2012,8,51
8592,1473334,2013,6,39
8593,1473334,2014,6,39
8594,1473334,2015,6,39
8595,1473334,2016,8,51
8596,1473334,2017,8,51
8597,1474439,2009,10,78
8598,1474439,2010,10,78
8599,1474439,2011,10,78
8600,1474439,2012,10,78
8601,1474439,2013,10,78
8602,1474439,2014,10,78
8603,1474439,2015,10,78
8604,1474439,2016,10,78
8605,1474439,2017,10,78
8606,1474627,2009,6,39
8607,1474627,2010,10,87
8608,1474627,2011,10,87
8609,1474627,2012,10,87
8610,1475348,2017,3,20
8611,1476765,2009,4,21
8612,1476765,2010,4,21
8613,1476765,2011,4,21
8614,1476765,2012,4,21
8615,1476765,2013,4,21
8616,1476765,2014,4,21
8617,1476765,2015,4,21
8618,1476765,2016,4,21
8619,1476765,2017,4,21
8620,1476963,2013,2,11
8621,1476963,2014,2,11
8622,1476963,2015,2,11
8623,1476963,2016,2,11
8624,1476963,2017,2,11
8625,1477246,2009,8,56
8626,1477246,2010,8,56
8627,1477246,2011,8,56
8628,1477246,2012,8,56
8629,1477246,2013,8,56
8630,1477246,2014,8,56
8631,1477246,2015,8,56
8632,1477246,2016,8,56
8633,1477246,2017,8,56
8634,1478069,2014,2,11
8635,1478069,2015,2,11
8636,1478069,2016,2,11
8637,1478069,2017,2,11
8638,1478454,2009,6,39
8639,1478454,2010,6,39
8640,1478454,2011,5,35
8641,1478454,2012,6,39
8642,1478454,2013,5,35
8643,1478454,2015,5,35
8644,1478454,2016,6,39
8645,1478454,2017,5,35
8646,1479290,2013,2,11
8647,1479290,2014,2,11
8648,1479290,2015,2,11
8649,1479290,2016,2,11
8650,1479290,2017,2,11
8651,1479419,2017,2,11
8652,1481512,2016,2,11
8653,1481512,2017,2,11
8654,1484565,2014,1,1
8655,1484565,2014,1,1
8656,1484565,2015,1,1
8657,1484565,2015,1,1
8658,1484565,2016,1,1
8659,1484565,2016,1,1
8660,1484565,2017,1,3
8661,1484565,2017,1,3
8662,1485003,2013,2,11
8663,1485003,2014,2,11
8664,1485003,2015,2,13
8665,1485003,2016,2,11
8666,1485003,2017,2,11
8667,1486299,2010,10,87
8668,1486299,2011,10,87
8669,1486299,2012,10,87
8670,1486299,2013,10,87
8671,1486299,2014,10,87
8672,1486299,2015,10,87
8673,1486299,2016,10,87
8674,1486299,2017,10,87
8675,1487101,2010,9,68
8676,1487101,2011,9,68
8677,1487101,2012,9,68
8678,1487101,2013,9,68
8679,1487101,2014,9,68
8680,1487101,2015,9,68
8681,1487101,2016,9,68
8682,1487101,2017,9,68
8683,1487198,2010,10,88
8684,1487198,2011,4,22
8685,1487198,2012,4,22
8686,1487198,2013,4,22
8687,1487198,2014,4,22
8688,1487198,2015,4,22
8689,1487198,2016,4,22
8690,1487198,2017,4,22
8691,1487371,2010,1,3
8692,1487371,2011,1,3
8693,1487371,2012,1,3
8694,1487371,2013,1,3
8695,1487371,2014,1,3
8696,1487371,2015,1,3
8697,1487371,2016,1,3
8698,1487371,2017,1,3
8699,1487428,2010,4,21
8700,1487428,2011,4,21
8701,1487428,2012,4,21
8702,1487428,2013,4,21
8703,1487428,2014,4,21
8704,1487428,2015,4,21
8705,1487428,2016,4,21
8706,1487428,2017,4,21
8707,1487843,2010,10,87
8708,1487843,2011,10,87
8709,1487843,2012,10,87
8710,1487843,2013,10,87
8711,1487843,2014,10,87
8712,1487843,2015,10,87
8713,1487843,2016,10,87
8714,1487843,2017,10,87
8715,1487918,2012,4,21
8716,1487918,2012,4,21
8717,1487918,2012,4,21
8718,1487918,2013,4,21
8719,1487918,2013,4,21
8720,1487918,2013,4,21
8721,1487918,2014,4,21
8722,1487918,2014,4,21
8723,1487918,2014,4,21
8724,1487918,2015,4,21
8725,1487918,2015,4,21
8726,1487918,2015,4,21
8727,1487918,2016,4,21
8728,1487918,2016,4,21
8729,1487918,2016,4,21
8730,1487918,2017,4,21
8731,1487918,2017,4,21
8732,1487918,2017,4,21
8733,1488039,2012,1,3
8734,1488039,2013,1,3
8735,1488039,2014,1,3
8736,1488039,2015,1,3
8737,1488039,2016,1,3
8738,1488039,2017,1,3
8739,1490281,2011,10,76
8740,1490281,2012,10,76
8741,1490281,2013,10,76
8742,1490281,2014,10,76
8743,1490281,2015,10,76
8744,1490281,2016,10,76
8745,1490281,2017,10,76
8746,1491419,2010,10,88
8747,1491419,2011,10,88
8748,1491419,2012,10,88
8749,1491419,2013,10,84
8750,1491419,2014,10,84
8751,1491419,2015,10,84
8752,1491419,2016,10,84
8753,1491419,2017,10,84
8754,1492298,2010,4,24
8755,1492298,2011,4,24
8756,1492298,2012,4,24
8757,1492298,2013,4,24
8758,1492298,2014,4,24
8759,1492298,2015,4,24
8760,1492298,2016,4,24
8761,1492298,2017,4,24
8762,1492426,2011,2,11
8763,1492426,2012,2,11
8764,1492426,2013,2,11
8765,1492426,2014,2,11
8766,1492426,2015,2,11
8767,1492426,2016,2,11
8768,1492426,2017,2,11
8769,1492658,2010,1,1
8770,1492658,2011,1,1
8771,1492658,2012,1,1
8772,1492658,2013,1,1
8773,1492658,2014,1,1
8774,1492658,2015,1,1
8775,1492658,2016,1,1
8776,1492658,2017,1,1
8777,1492674,2014,6,37
8778,1492915,2009,5,33
8779,1492915,2010,3,15
8780,1492915,2011,3,15
8781,1492915,2012,3,15
8782,1492915,2017,3,15
8783,1493225,2010,6,39
8784,1493225,2012,5,33
8785,1493225,2013,5,33
8786,1493225,2014,5,33
8787,1493225,2015,5,33
8788,1493225,2016,5,33
8789,1493225,2017,5,33
8790,1493566,2014,6,39
8791,1493566,2015,2,13
8792,1493566,2016,2,13
8793,1493566,2017,2,13
8794,1493594,2011,9,66
8795,1493594,2012,9,66
8796,1493594,2013,9,66
8797,1493594,2014,9,66
8798,1493594,2015,5,34
8799,1493594,2016,9,66
8800,1493594,2017,9,66
8801,1493761,2009,9,72
8802,1493761,2010,9,72
8803,1493761,2011,9,72
8804,1493761,2012,9,72
8805,1494259,2017,10,76
8806,1494650,2017,1,1
8807,1494891,2016,1,3
8808,1494891,2016,1,3
8809,1494891,2017,1,3
8810,1494891,2017,1,3
8811,1494904,2010,5,32
8812,1494904,2010,5,32
8813,1494904,2010,5,32
8814,1494904,2011,5,32
8815,1494904,2011,5,32
8816,1494904,2011,5,32
8817,1494904,2012,5,32
8818,1494904,2012,5,32
8819,1494904,2012,5,32
8820,1494904,2013,5,32
8821,1494904,2013,5,32
8822,1494904,2013,5,32
8823,1494904,2014,5,32
8824,1494904,2014,5,32
8825,1494904,2014,5,32
8826,1494904,2015,5,32
8827,1494904,2015,5,32
8828,1494904,2015,5,32
8829,1494904,2016,5,32
8830,1494904,2016,5,32
8831,1494904,2016,5,32
8832,1494904,2017,5,32
8833,1494904,2017,5,32
8834,1494904,2017,5,32
8835,1495231,2011,10,76
8836,1495231,2012,10,76
8837,1495231,2013,10,76
8838,1495231,2014,10,76
8839,1495231,2015,10,76
8840,1495231,2016,10,76
8841,1495231,2017,10,76
8842,1495240,2012,4,29
8843,1495240,2012,4,29
8844,1495240,2013,4,29
8845,1495240,2013,4,29
8846,1495240,2014,4,29
8847,1495240,2014,4,29
8848,1495240,2015,4,29
8849,1495240,2015,4,29
8850,1495240,2016,4,29
8851,1495240,2016,4,29
8852,1495240,2017,4,29
8853,1495240,2017,4,29
8854,1495320,2010,7,41
8855,1495320,2011,7,41
8856,1495320,2012,7,41
8857,1495320,2013,7,41
8858,1495320,2014,7,41
8859,1495320,2015,7,41
8860,1495320,2016,7,41
8861,1495320,2017,7,41
8862,1496048,2010,4,30
8863,1496048,2010,4,30
8864,1496048,2011,4,30
8865,1496048,2011,4,30
8866,1496048,2012,4,30
8867,1496048,2012,4,30
8868,1496048,2013,4,30
8869,1496048,2013,4,30
8870,1496048,2014,4,30
8871,1496048,2014,4,30
8872,1496048,2015,4,30
8873,1496048,2015,4,30
8874,1496048,2016,4,30
8875,1496048,2016,4,30
8876,1496048,2017,4,30
8877,1496048,2017,4,30
8878,1496671,2014,2,6
8879,1496671,2015,2,6
8880,1496671,2016,2,6
8881,1496671,2017,2,6
8882,1497504,2014,2,13
8883,1497504,2015,2,13
8884,1497504,2016,2,13
8885,1497504,2017,2,13
8886,1498301,2010,6,37
8887,1498301,2011,7,41
8888,1498301,2012,7,41
8889,1498301,2013,7,41
8890,1498301,2014,7,41
8891,1498301,2015,7,41
8892,1498301,2016,7,41
8893,1498301,2017,7,41
8894,1498710,2011,8,52
8895,1498710,2012,8,52
8896,1498710,2013,8,52
8897,1498710,2014,8,52
8898,1498710,2015,8,52
8899,1498710,2016,8,52
8900,1498710,2017,8,52
8901,1499422,2017,5,35
8902,1500213,2010,6,39
8903,1500213,2011,5,33
8904,1500213,2012,5,33
8905,1500213,2013,5,33
8906,1500213,2014,5,33
8907,1500213,2015,5,33
8908,1500213,2016,5,33
8909,1500213,2017,5,33
8910,1500435,2014,9,72
8911,1500435,2015,9,72
8912,1500435,2016,9,72
8913,1500435,2017,9,72
8914,1501078,2010,5,33
8915,1501078,2011,5,33
8916,1501078,2012,5,33
8917,1501078,2013,5,33
8918,1501078,2014,5,33
8919,1501078,2015,5,33
8920,1501078,2016,5,33
8921,1501078,2017,5,33
8922,1501364,2010,5,33
8923,1501364,2011,5,33
8924,1501364,2012,3,15
8925,1501364,2013,6,37
8926,1501364,2014,6,37
8927,1501364,2015,6,37
8928,1501364,2016,6,37
8929,1501364,2017,6,37
8930,1501570,2014,3,17
8931,1501570,2015,5,34
8932,1501570,2016,3,17
8933,1501570,2017,3,17
8934,1501697,2017,2,11
8935,1501756,2014,2,11
8936,1501756,2015,2,11
8937,1501756,2016,2,11
8938,1501756,2017,6,37
8939,1501989,2015,2,11
8940,1501989,2016,2,11
8941,1501989,2017,2,11
8942,1502292,2015,5,31
8943,1502292,2015,5,31
8944,1502292,2016,5,31
8945,1502292,2016,5,31
8946,1502292,2017,5,31
8947,1502292,2017,5,31
8948,1503274,2017,1,3
8949,1503802,2013,2,11
8950,1503802,2014,2,11
8951,1503802,2015,2,11
8952,1503802,2016,2,11
8953,1503802,2017,2,11
8954,1504619,2010,4,21
8955,1504619,2011,4,21
8956,1504619,2012,4,21
8957,1504619,2013,4,21
8958,1504619,2014,4,21
8959,1504619,2015,4,21
8960,1504619,2016,4,21
8961,1504619,2017,4,21
8962,1504678,2011,10,88
8963,1504678,2011,10,88
8964,1504678,2012,10,88
8965,1504678,2013,10,88
8966,1504678,2015,10,88
8967,1504678,2016,10,88
8968,1504678,2017,10,88
8969,1505155,2014,10,78
8970,1505155,2015,10,78
8971,1505155,2016,10,78
8972,1505155,2017,10,78
8973,1505512,2012,2,13
8974,1505512,2013,2,13
8975,1505512,2014,2,13
8976,1505512,2015,2,13
8977,1505512,2016,2,13
8978,1505512,2017,2,13
8979,1505732,2014,3,17
8980,1505732,2015,3,17
8981,1505732,2016,3,17
8982,1505732,2017,3,17
8983,1506439,2010,10,78
8984,1506439,2011,10,78
8985,1506439,2012,10,78
8986,1506439,2013,10,78
8987,1506439,2014,10,78
8988,1506439,2015,10,78
8989,1506439,2016,10,78
8990,1506439,2017,10,78
8991,1506492,2011,1,1
8992,1506492,2012,1,1
8993,1506492,2013,1,1
8994,1506492,2014,1,1
8995,1506492,2015,1,1
8996,1506492,2016,1,1
8997,1506492,2017,1,1
8998,1506928,2014,1,1
8999,1506928,2015,1,1
9000,1506928,2016,1,1
9001,1506928,2017,1,1
9002,1507605,2010,8,62
9003,1507605,2012,10,88
9004,1507605,2013,10,88
9005,1507605,2014,6,39
9006,1507605,2015,10,88
9007,1507605,2016,10,88
9008,1507605,2017,10,88
9009,1507957,2013,8,54
9010,1507957,2014,8,54
9011,1507957,2015,8,54
9012,1507957,2016,8,54
9013,1507957,2017,8,54
9014,1508171,2011,4,21
9015,1508171,2012,4,21
9016,1508171,2013,4,21
9017,1508171,2014,4,21
9018,1508171,2015,4,21
9019,1508171,2016,4,21
9020,1508171,2017,4,21
9021,1509190,2013,1,4
9022,1509190,2014,6,39
9023,1509190,2017,1,4
9024,1509470,2011,4,21
9025,1509470,2012,4,21
9026,1509470,2013,4,21
9027,1509470,2014,4,21
9028,1509470,2015,4,21
9029,1509470,2016,4,21
9030,1509470,2017,4,21
9031,1509745,2016,2,6
9032,1509745,2017,2,6
9033,1509892,2013,4,21
9034,1509892,2014,4,21
9035,1509892,2015,4,21
9036,1509892,2016,4,21
9037,1509892,2017,4,21
9038,1511737,2011,9,72
9039,1511737,2012,9,72
9040,1511737,2013,9,72
9041,1511737,2014,9,72
9042,1511737,2015,9,72
9043,1511737,2016,9,72
9044,1511737,2017,9,72
9045,1512077,2011,10,86
9046,1512077,2012,9,69
9047,1512077,2013,9,69
9048,1512077,2014,9,69
9049,1512077,2015,9,69
9050,1512077,2016,9,69
9051,1512077,2017,9,69
9052,1512499,2013,10,86
9053,1512499,2013,10,86
9054,1512499,2014,10,86
9055,1512499,2014,10,86
9056,1512499,2015,8,58
9057,1512499,2015,8,58
9058,1512499,2016,8,58
9059,1512499,2016,8,58
9060,1512499,2017,8,58
9061,1512499,2017,8,58
9062,1512762,2014,6,39
9063,1512762,2015,6,39
9064,1512762,2016,6,39
9065,1512762,2017,6,37
9066,1512931,2012,4,21
9067,1512931,2012,4,21
9068,1512931,2013,4,21
9069,1512931,2013,4,21
9070,1512931,2014,4,21
9071,1512931,2014,4,21
9072,1512931,2015,4,21
9073,1512931,2015,4,21
9074,1512931,2016,4,21
9075,1512931,2016,4,21
9076,1512931,2017,4,21
9077,1512931,2017,4,21
9078,1513363,2011,4,21
9079,1513363,2011,4,21
9080,1513363,2011,4,21
9081,1513363,2012,4,21
9082,1513363,2012,4,21
9083,1513363,2012,4,21
9084,1513363,2013,4,21
9085,1513363,2013,4,21
9086,1513363,2013,4,21
9087,1513363,2014,4,21
9088,1513363,2014,4,21
9089,1513363,2014,4,21
9090,1513363,2015,4,21
9091,1513363,2015,4,21
9092,1513363,2015,4,21
9093,1513363,2016,4,21
9094,1513363,2016,4,21
9095,1513363,2016,4,21
9096,1513363,2017,4,21
9097,1513363,2017,4,21
9098,1513363,2017,4,21
9099,1513761,2012,8,58
9100,1513761,2013,8,58
9101,1513761,2014,8,58
9102,1513761,2015,8,58
9103,1513761,2016,8,58
9104,1513761,2017,8,58
9105,1514416,2017,10,78
9106,1514732,2011,10,86
9107,1514732,2012,10,86
9108,1514732,2013,8,58
9109,1514732,2014,8,58
9110,1514732,2015,8,58
9111,1514732,2016,8,58
9112,1514732,2017,8,58
9113,1514743,2010,5,33
9114,1514743,2011,5,33
9115,1514743,2012,5,33
9116,1514743,2013,5,33
9117,1514743,2014,5,33
9118,1514743,2015,5,33
9119,1514743,2016,5,33
9120,1514743,2017,5,33
9121,1514991,2011,10,85
9122,1514991,2012,10,85
9123,1514991,2013,10,85
9124,1514991,2014,10,85
9125,1514991,2015,10,85
9126,1514991,2016,10,85
9127,1514991,2017,10,85
9128,1515156,2015,8,61
9129,1515156,2015,8,61
9130,1515156,2016,8,61
9131,1515156,2017,8,61
9132,1515673,2013,2,11
9133,1515673,2014,2,11
9134,1515673,2015,2,11
9135,1515673,2016,2,11
9136,1515673,2017,2,11
9137,1516479,2013,2,12
9138,1516479,2014,2,12
9139,1516479,2015,2,12
9140,1516479,2016,2,12
9141,1516479,2017,2,12
9142,1516805,2011,10,88
9143,1516805,2012,10,88
9144,1516805,2013,10,87
9145,1516805,2014,10,87
9146,1516805,2015,10,87
9147,1516805,2017,10,87
9148,1517022,2014,6,39
9149,1517022,2015,6,39
9150,1517022,2016,6,39
9151,1517022,2017,6,39
9152,1517130,2011,10,86
9153,1517130,2012,10,86
9154,1517130,2013,10,87
9155,1517130,2014,10,87
9156,1517130,2015,10,87
9157,1517130,2016,10,87
9158,1517130,2017,10,87
9159,1517175,2011,7,42
9160,1517175,2012,7,42
9161,1517175,2013,7,42
9162,1517175,2014,7,42
9163,1517175,2015,7,42
9164,1517175,2016,7,42
9165,1517175,2017,7,42
9166,1517228,2013,9,70
9167,1517228,2014,9,70
9168,1517228,2015,9,70
9169,1517228,2016,9,70
9170,1517228,2017,9,70
9171,1517401,2014,10,80
9172,1517401,2015,10,80
9173,1517401,2016,10,80
9174,1517401,2017,10,80
9175,1518715,2011,3,17
9176,1518715,2012,3,17
9177,1518715,2013,3,17
9178,1518715,2014,3,17
9179,1518715,2015,3,17
9180,1518715,2016,3,17
9181,1518715,2017,3,17
9182,1520262,2011,2,12
9183,1520262,2012,2,12
9184,1520262,2014,2,12
9185,1520262,2015,6,39
9186,1520262,2016,6,37
9187,1520262,2017,6,37
9188,1520697,2011,4,23
9189,1520697,2012,4,23
9190,1520697,2013,4,23
9191,1520697,2014,4,23
9192,1520697,2015,4,23
9193,1520697,2016,4,23
9194,1520697,2017,4,23
9195,1521036,2015,2,12
9196,1521036,2016,2,12
9197,1521036,2017,2,12
9198,1521951,2011,5,33
9199,1521951,2012,3,16
9200,1521951,2013,3,16
9201,1521951,2014,3,16
9202,1521951,2015,3,16
9203,1521951,2016,3,16
9204,1521951,2017,3,16
9205,1522327,2014,3,15
9206,1522327,2015,3,15
9207,1522327,2016,3,15
9208,1522327,2017,3,15
9209,1522690,2012,5,31
9210,1522690,2013,5,31
9211,1522690,2014,5,31
9212,1522690,2015,5,31
9213,1522690,2016,5,31
9214,1522690,2017,5,31
9215,1524931,2012,7,43
9216,1524931,2013,7,43
9217,1524931,2014,7,43
9218,1524931,2015,7,43
9219,1524931,2016,7,43
9220,1524931,2017,7,43
9221,1525769,2014,7,43
9222,1525769,2015,7,43
9223,1525769,2016,7,43
9224,1525769,2017,7,43
9225,1526119,2011,2,11
9226,1526119,2012,2,11
9227,1526119,2013,2,11
9228,1526119,2014,2,11
9229,1526119,2015,2,11
9230,1526119,2016,2,11
9231,1526119,2017,2,11
9232,1526520,2011,10,76
9233,1526520,2012,10,76
9234,1526520,2013,10,76
9235,1526520,2014,10,76
9236,1526520,2015,6,39
9237,1526520,2016,10,76
9238,1526520,2017,10,76
9239,1526952,2011,3,15
9240,1526952,2012,3,15
9241,1526952,2013,3,15
9242,1526952,2014,3,15
9243,1526952,2015,3,15
9244,1526952,2016,3,15
9245,1526952,2017,3,15
9246,1527166,2012,4,27
9247,1527166,2012,4,27
9248,1527166,2013,4,27
9249,1527166,2013,4,27
9250,1527166,2014,4,27
9251,1527166,2014,4,27
9252,1527166,2015,4,27
9253,1527166,2015,4,27
9254,1527166,2016,4,27
9255,1527166,2016,4,27
9256,1527166,2017,4,27
9257,1527166,2017,4,27
9258,1527349,2012,10,86
9259,1527349,2013,10,86
9260,1527349,2014,10,86
9261,1527541,2012,4,30
9262,1527541,2012,4,30
9263,1527541,2012,4,30
9264,1527541,2014,4,30
9265,1527541,2014,4,30
9266,1527541,2014,4,30
9267,1527541,2015,4,30
9268,1527541,2015,4,30
9269,1527541,2015,4,30
9270,1527541,2016,4,30
9271,1527541,2016,4,30
9272,1527541,2016,4,30
9273,1527541,2017,4,30
9274,1527541,2017,4,30
9275,1527541,2017,4,30
9276,1527599,2015,6,39
9277,1527599,2016,2,6
9278,1527599,2017,2,11
9279,1527709,2011,8,57
9280,1527709,2012,8,57
9281,1527709,2013,8,57
9282,1527709,2014,8,57
9283,1527709,2015,8,57
9284,1527709,2016,8,57
9285,1527709,2017,8,57
9286,1529113,2014,10,88
9287,1529113,2015,10,88
9288,1529113,2016,10,88
9289,1529113,2017,10,88
9290,1529628,2016,8,58
9291,1529628,2017,8,58
9292,1530249,2012,5,33
9293,1530249,2013,5,33
9294,1530249,2014,5,33
9295,1530249,2015,5,33
9296,1530249,2016,5,33
9297,1530249,2017,5,33
9298,1530766,2014,2,12
9299,1530766,2015,6,39
9300,1530766,2016,2,12
9301,1530766,2017,2,12
9302,1531031,2017,3,17
9303,1532961,2012,8,59
9304,1532961,2013,8,59
9305,1532961,2014,8,59
9306,1532961,2015,8,59
9307,1532961,2016,8,59
9308,1533040,2012,2,10
9309,1533040,2012,2,10
9310,1533040,2013,2,10
9311,1533040,2013,2,10
9312,1533040,2014,2,10
9313,1533040,2014,2,10
9314,1533040,2015,2,10
9315,1533040,2015,2,10
9316,1533040,2016,2,10
9317,1533040,2016,2,10
9318,1533040,2017,2,10
9319,1533040,2017,2,10
9320,1534120,2015,2,13
9321,1534120,2016,2,13
9322,1534120,2017,2,13
9323,1534675,2012,10,86
9324,1534675,2013,8,49
9325,1534675,2014,8,49
9326,1534675,2015,8,49
9327,1534675,2016,8,49
9328,1534675,2017,8,49
9329,1534708,2012,10,88
9330,1534708,2013,10,88
9331,1534708,2014,7,46
9332,1534708,2015,7,46
9333,1534708,2016,7,46
9334,1534708,2017,7,46
9335,1534992,2012,7,43
9336,1534992,2013,7,43
9337,1534992,2014,7,43
9338,1534992,2015,7,43
