,CIK,Year,Sector,Industry
0,1000045,2007,10,97
1,1000045,2008,10,97
2,1000045,2009,10,97
3,1000045,2010,10,97
4,1000045,2011,10,97
5,1000045,2012,10,97
6,1000045,2013,10,97
7,1000045,2014,10,97
8,1000045,2015,10,97
9,1000045,2016,10,97
10,1000045,2017,10,97
11,1000228,2007,10,100
12,1000228,2008,10,100
13,1000228,2009,10,100
14,1000228,2010,10,100
15,1000228,2011,10,100
16,1000228,2012,10,100
17,1000228,2013,10,100
18,1000228,2014,10,100
19,1000228,2015,10,100
20,1000228,2016,10,100
21,1000228,2017,10,100
22,1000230,2007,9,70
23,1000230,2008,9,70
24,1000230,2009,9,70
25,1000230,2010,9,70
26,1000230,2011,9,70
27,1000230,2011,9,70
28,1000230,2012,9,70
29,1000230,2013,9,70
30,1000230,2015,9,70
31,1000230,2015,6,36
32,1000230,2016,9,70
33,1000230,2017,9,70
34,1000694,2007,2,10
35,1000694,2008,2,10
36,1000694,2009,2,10
37,1000694,2010,2,10
38,1000694,2011,2,10
39,1000694,2012,2,10
40,1000694,2013,2,10
41,1000694,2014,2,10
42,1000694,2015,2,10
43,1000694,2016,2,10
44,1000694,2017,2,10
45,1001082,2007,6,38
46,1001082,2008,9,69
47,1001082,2009,9,69
48,1001082,2010,9,69
49,1001082,2011,9,69
50,1001082,2012,9,69
51,1001082,2013,9,69
52,1001082,2014,9,69
53,1001082,2015,6,38
54,1001082,2016,6,38
55,1001082,2017,6,38
56,1001115,2007,8,58
57,1001115,2008,8,58
58,1001115,2009,8,58
59,1001115,2010,8,58
60,1001115,2011,8,58
61,1001115,2012,8,58
62,1001115,2013,8,58
63,1001115,2014,8,58
64,1001115,2015,8,58
65,1001115,2017,8,58
66,1001171,2008,3,17
67,1001171,2009,5,33
68,1001171,2010,5,33
69,1001171,2011,5,33
70,1001171,2012,5,33
71,1001171,2013,5,33
72,1001171,2014,5,33
73,1001171,2015,5,33
74,1001171,2016,5,33
75,1001171,2017,5,33
76,1001233,2007,2,11
77,1001233,2008,2,11
78,1001233,2009,2,11
79,1001233,2010,2,11
80,1001233,2011,2,11
81,1001233,2012,2,11
82,1001233,2013,2,11
83,1001233,2014,2,11
84,1001233,2015,2,11
85,1001233,2016,2,11
86,1001233,2017,2,11
87,1001258,2008,10,97
88,1001258,2008,10,97
89,1001258,2009,10,97
90,1001258,2010,10,97
91,1001258,2012,5,34
92,1001258,2012,10,97
93,1001258,2014,10,97
94,1001258,2014,10,97
95,1001258,2015,10,97
96,1001258,2017,10,97
97,1001258,2017,10,97
98,1001316,2008,2,9
99,1001316,2009,2,9
100,1001316,2010,2,9
101,1001316,2011,2,6
102,1001316,2012,2,6
103,1001316,2013,2,6
104,1001316,2014,2,6
105,1001316,2015,2,6
106,1001316,2016,2,6
107,1001316,2017,2,6
108,1001385,2007,8,47
109,1001385,2008,8,47
110,1001385,2009,8,47
111,1001385,2010,8,47
112,1001385,2011,8,47
113,1001385,2012,8,47
114,1001385,2013,6,36
115,1001385,2014,8,47
116,1001385,2015,6,38
117,1001385,2016,8,47
118,1001902,2007,9,64
119,1001902,2008,9,64
120,1001902,2009,9,64
121,1001902,2010,9,64
122,1001902,2011,9,64
123,1001902,2012,9,64
124,1001902,2013,9,64
125,1001902,2014,9,64
126,1001902,2015,9,64
127,1001902,2016,9,64
128,1001902,2017,9,64
129,1001907,2007,1,5
130,1001907,2008,1,5
131,1001907,2009,1,5
132,1001907,2010,1,5
133,1001907,2011,1,5
134,1001907,2012,1,5
135,1001907,2013,1,5
136,1001907,2014,1,5
137,1001907,2015,1,5
138,1001907,2016,1,5
139,1001907,2017,1,5
140,1002047,2007,10,77
141,1002047,2008,10,77
142,1002047,2009,10,77
143,1002047,2010,10,77
144,1002047,2011,10,77
145,1002047,2012,10,77
146,1002047,2013,10,77
147,1002047,2014,10,77
148,1002047,2015,10,77
149,1002047,2016,10,77
150,1002047,2017,10,77
151,1002135,2007,9,72
152,1002135,2008,9,72
153,1002135,2009,9,72
154,1002135,2010,9,72
155,1002135,2011,9,72
156,1002135,2012,9,72
157,1002135,2013,9,72
158,1002135,2014,9,72
159,1002135,2015,9,72
160,1002135,2016,9,72
161,1002135,2017,9,72
162,1002517,2007,9,71
163,1002517,2008,9,71
164,1002517,2009,9,71
165,1002517,2010,9,71
166,1002517,2011,9,71
167,1002517,2012,9,71
168,1002517,2013,9,71
169,1002517,2014,9,71
170,1002517,2015,9,71
171,1002517,2016,9,71
172,1002517,2017,9,71
173,1002638,2007,10,77
174,1002638,2008,10,77
175,1002638,2009,10,77
176,1002638,2010,10,77
177,1002638,2011,10,77
178,1002638,2012,10,77
179,1002638,2013,10,77
180,1002638,2014,10,77
181,1002638,2015,10,77
182,1002638,2016,10,77
183,1002638,2017,10,77
184,1003201,2008,4,27
185,1003201,2010,4,27
186,1003201,2011,4,27
187,1003201,2012,4,27
188,1003201,2013,4,27
189,1003201,2014,4,27
190,1003201,2015,6,38
191,1003201,2016,4,27
192,1003201,2017,6,38
193,100378,2007,9,74
194,100378,2008,9,74
195,100378,2009,9,74
196,100378,2010,9,74
197,100378,2011,6,38
198,100378,2012,9,74
199,100378,2013,9,74
200,100378,2014,9,74
201,100378,2015,9,74
202,100378,2016,9,74
203,100378,2017,9,74
204,1004702,2007,5,33
205,1004702,2008,5,33
206,1004702,2009,5,33
207,1004702,2010,5,33
208,1004702,2011,5,33
209,1004702,2012,5,33
210,1004702,2013,5,33
211,1004702,2014,5,33
212,1004702,2015,5,33
213,1004702,2016,5,33
214,1004702,2017,5,33
215,1004989,2007,10,88
216,1004989,2008,6,38
217,1004989,2009,10,88
218,1004989,2010,10,88
219,1004989,2011,10,88
220,1004989,2012,10,88
221,1004989,2013,10,88
222,1004989,2014,10,88
223,1004989,2015,10,88
224,1004989,2016,10,88
225,1004989,2017,10,88
226,100517,2007,8,52
227,100517,2008,8,52
228,100517,2009,8,52
229,100517,2010,8,52
230,100517,2011,8,52
231,100517,2012,8,52
232,100517,2013,8,52
233,100517,2014,8,52
234,100517,2015,8,52
235,100517,2016,8,52
236,100517,2017,8,52
237,1005201,2007,2,12
238,1005201,2008,2,12
239,1005201,2009,2,12
240,1005201,2010,2,12
241,1005201,2011,2,12
242,1005201,2012,2,12
243,1005201,2013,2,12
244,1005201,2014,2,12
245,1005201,2015,2,12
246,1005201,2016,2,12
247,1005201,2017,2,12
248,1005229,2007,8,47
249,1005229,2008,8,47
250,1005229,2009,8,47
251,1005229,2010,8,47
252,1005229,2011,8,47
253,1005229,2012,6,38
254,1005229,2013,8,47
255,1005229,2014,8,47
256,1005229,2015,8,47
257,1005229,2016,8,47
258,1005229,2017,8,47
259,1005284,2007,9,67
260,1005284,2007,9,67
261,1005284,2008,9,67
262,1005284,2008,9,67
263,1005284,2009,9,67
264,1005284,2009,9,67
265,1005284,2010,6,36
266,1005284,2010,6,36
267,1005284,2011,9,67
268,1005284,2011,9,67
269,1005284,2012,9,67
270,1005284,2012,9,67
271,1005284,2013,9,67
272,1005284,2013,9,67
273,1005284,2014,9,67
274,1005284,2014,9,67
275,1005284,2015,9,67
276,1005284,2015,9,67
277,1005284,2016,9,67
278,1005284,2016,9,67
279,1005284,2017,9,67
280,1005284,2017,9,67
281,1005286,2007,1,1
282,1005286,2009,1,1
283,1005286,2010,1,1
284,1005286,2011,1,1
285,1005286,2012,1,1
286,1005286,2013,1,1
287,1005286,2014,1,1
288,1005286,2015,1,1
289,1005286,2017,1,1
290,1005409,2007,5,33
291,1005409,2008,5,33
292,1005409,2009,5,33
293,1005409,2010,5,33
294,1005409,2011,5,33
295,1005409,2012,5,33
296,1005409,2013,5,33
297,1005409,2014,5,33
298,1005409,2015,5,33
299,1005409,2016,3,17
300,1005409,2017,3,17
301,1005757,2007,10,78
302,1005757,2008,10,78
303,1005757,2009,10,78
304,1005757,2010,10,78
305,1005757,2011,10,78
306,1005757,2012,10,78
307,1005757,2013,6,38
308,1005757,2014,6,38
309,1005757,2015,6,38
310,1005757,2016,6,38
311,1005757,2017,6,38
312,1006045,2007,1,1
313,1006045,2008,1,1
314,1006045,2009,1,1
315,1006045,2010,1,1
316,1006045,2011,1,1
317,1006045,2012,1,1
318,1006045,2013,1,1
319,1006045,2014,1,1
320,1006045,2015,1,1
321,1006045,2016,1,1
322,1006045,2017,1,1
323,1006269,2007,9,69
324,1006269,2008,9,69
325,1006269,2009,9,69
326,1006269,2010,9,69
327,1006269,2011,9,69
328,1006269,2012,9,69
329,1006269,2013,9,69
330,1006269,2014,9,69
331,1006269,2015,9,69
332,1006269,2016,9,69
333,1006269,2017,9,69
334,1007019,2007,7,46
335,1007019,2008,7,46
336,1007019,2009,7,46
337,1007019,2010,7,46
338,1007019,2011,7,46
339,1007019,2012,7,46
340,1007019,2013,7,46
341,1007019,2014,7,46
342,1007019,2015,7,46
343,1007019,2016,7,46
344,1007019,2017,7,46
345,100716,2007,5,31
346,100716,2008,5,31
347,100716,2009,5,31
348,100716,2010,5,31
349,100716,2011,5,31
350,100716,2012,5,31
351,100716,2013,5,31
352,100716,2014,5,31
353,100716,2015,5,31
354,100716,2016,5,31
355,100716,2017,5,31
356,1007273,2010,3,17
357,1007273,2011,3,17
358,1007273,2012,3,17
359,1007273,2013,3,17
360,1007273,2014,3,17
361,1007273,2015,3,17
362,1007273,2016,3,17
363,1007273,2017,3,17
364,1007330,2007,10,94
365,1007330,2008,10,94
366,1007330,2009,10,94
367,1007330,2010,10,94
368,1007330,2011,10,94
369,1007330,2012,10,94
370,1007330,2013,10,94
371,1007330,2014,10,94
372,1007330,2015,10,94
373,1007330,2016,10,94
374,1007330,2017,10,94
375,1007587,2007,9,69
376,1007587,2008,9,69
377,1007587,2009,9,69
378,1007587,2010,9,69
379,1007587,2011,9,69
380,1007587,2012,9,69
381,1007587,2013,9,69
382,1007587,2014,9,69
383,1007587,2015,9,69
384,1007587,2016,9,69
385,1007587,2017,9,69
386,1008586,2007,10,94
387,1008586,2008,10,94
388,1008586,2009,10,94
389,1008586,2010,10,94
390,1008586,2011,10,94
391,1008586,2012,10,94
392,1008586,2013,10,94
393,1008586,2014,10,94
394,1008586,2015,10,94
395,1008586,2016,10,94
396,1008586,2017,10,94
397,1008848,2007,2,12
398,1008848,2008,2,12
399,1008848,2009,2,12
400,1008848,2010,2,12
401,1008848,2011,2,12
402,1008848,2012,2,12
403,1008848,2013,2,12
404,1008848,2014,2,12
405,1008848,2015,2,12
406,1008848,2016,2,12
407,1008848,2017,2,12
408,1009759,2007,8,54
409,1009759,2008,8,54
410,1009759,2009,8,54
411,1009759,2010,8,54
412,1009759,2011,8,54
413,1009759,2012,8,54
414,1009759,2013,8,54
415,1009759,2014,8,54
416,1009759,2015,8,54
417,1009759,2016,8,54
418,1009759,2017,8,54
419,1009829,2007,10,82
420,1009829,2008,10,82
421,1009829,2009,10,82
422,1009829,2010,10,82
423,1009829,2011,10,82
424,1009829,2012,10,82
425,1009829,2013,10,82
426,1009829,2014,10,82
427,1009829,2015,10,82
428,1009829,2016,10,82
429,1009829,2017,10,82
430,1010086,2007,2,10
431,1010086,2008,2,10
432,1010086,2009,2,10
433,1010086,2010,2,10
434,1010086,2011,2,10
435,1010086,2012,2,10
436,1010086,2013,2,10
437,1010086,2014,2,10
438,1010086,2015,2,10
439,1010086,2016,2,10
440,1010086,2017,2,10
441,1010470,2007,5,33
442,1010470,2008,5,33
443,1010470,2009,5,33
444,1010470,2010,5,33
445,1010470,2011,5,33
446,1010470,2012,5,33
447,1010470,2013,5,33
448,1010470,2014,5,33
449,1010470,2015,5,33
450,1010470,2016,5,33
451,1010470,2017,5,33
452,1010612,2007,10,92
453,1010612,2008,10,92
454,1010612,2009,10,92
455,1010612,2010,10,92
456,1010612,2011,10,92
457,1010612,2012,10,92
458,1010612,2013,10,92
459,1010612,2014,10,92
460,1010612,2015,10,92
461,1010612,2016,10,92
462,1010612,2017,10,92
463,1011006,2007,10,76
464,1011006,2008,10,76
465,1011006,2009,10,76
466,1011006,2010,10,76
467,1011006,2011,10,76
468,1011006,2012,10,76
469,1011006,2013,10,76
470,1011006,2014,10,76
471,1011006,2015,10,76
472,1011006,2016,10,76
473,101199,2007,5,31
474,101199,2008,5,31
475,101199,2009,5,31
476,101199,2010,5,31
477,101199,2011,5,31
478,101199,2012,5,31
479,101199,2013,5,31
480,101199,2014,5,31
481,101199,2015,5,31
482,101199,2016,5,31
483,101199,2017,5,31
484,1012019,2007,10,100
485,1012019,2007,10,100
486,1012019,2008,10,100
487,1012019,2008,10,100
488,1012019,2009,10,100
489,1012019,2009,10,100
490,1012019,2010,10,100
491,1012019,2010,10,100
492,1012019,2011,10,100
493,1012019,2011,10,100
494,1012019,2012,10,100
495,1012019,2012,10,100
496,1012019,2013,10,100
497,1012019,2013,10,100
498,1012019,2014,10,100
499,1012019,2014,10,100
500,1012019,2015,10,100
501,1012019,2015,10,100
502,1012019,2016,6,38
503,1012019,2016,6,38
504,1012019,2017,10,100
505,1012019,2017,10,100
506,1012477,2015,2,12
507,1012477,2016,2,12
508,1012477,2017,2,12
509,101295,2007,8,49
510,101295,2008,8,49
511,101295,2009,8,49
512,101295,2010,8,49
513,101295,2011,8,49
514,101295,2012,8,49
515,101295,2013,8,49
516,101295,2014,8,49
517,101295,2015,8,49
518,101295,2016,8,49
519,101295,2017,8,49
520,1013272,2007,5,35
521,1013272,2008,5,35
522,1013272,2009,5,35
523,1013272,2010,5,35
524,1013272,2011,5,35
525,1013272,2012,5,35
526,1013272,2013,5,35
527,1013272,2014,5,35
528,1013272,2015,5,35
529,1013272,2016,5,35
530,1013272,2017,5,35
531,1013462,2007,10,77
532,1013462,2008,10,77
533,1013462,2009,10,77
534,1013462,2010,10,77
535,1013462,2011,10,77
536,1013462,2012,10,77
537,1013462,2013,10,77
538,1013462,2014,10,77
539,1013462,2015,10,77
540,1013462,2016,10,77
541,1013462,2017,10,77
542,1013488,2007,7,43
543,1013488,2008,7,43
544,1013488,2009,7,43
545,1013488,2010,7,43
546,1013488,2011,6,36
547,1013488,2012,7,43
548,1013488,2013,7,43
549,1013488,2014,7,43
550,1013488,2015,7,43
551,1013488,2016,7,43
552,1013488,2017,6,36
553,1013606,2007,1,1
554,1013606,2008,1,1
555,1013606,2009,1,1
556,1013606,2010,1,1
557,1013606,2011,1,1
558,1013606,2012,1,1
559,1013606,2013,1,1
560,1013606,2014,1,1
561,1013606,2015,1,1
562,1013606,2016,1,1
563,1013606,2017,1,1
564,1013706,2007,6,38
565,1013706,2008,6,38
566,1013706,2009,6,36
567,1013706,2010,6,38
568,1013706,2011,6,38
569,1013706,2012,6,36
570,1013706,2013,6,38
571,1013706,2014,10,84
572,1013706,2015,10,84
573,1013706,2016,10,84
574,1013706,2017,10,84
575,101382,2007,3,20
576,101382,2008,3,20
577,101382,2009,3,20
578,101382,2010,3,20
579,101382,2011,3,20
580,101382,2012,3,20
581,101382,2013,3,20
582,101382,2014,6,36
583,101382,2015,3,20
584,101382,2016,3,20
585,101382,2017,3,20
586,1013857,2007,10,77
587,1013857,2008,10,77
588,1013857,2009,10,77
589,1013857,2010,10,77
590,1013857,2011,10,77
591,1013857,2012,10,77
592,1013857,2013,10,77
593,1013857,2014,10,77
594,1013857,2015,10,77
595,1013857,2016,10,77
596,1013857,2017,10,77
597,1013880,2007,10,92
598,1013880,2008,10,92
599,1013880,2009,10,92
600,1013880,2010,10,92
601,1013880,2011,10,92
602,1013880,2012,10,92
603,1013880,2013,10,92
604,1013880,2014,10,92
605,1013880,2015,10,92
606,1013880,2016,10,92
607,1013880,2017,10,92
608,1013934,2008,4,22
609,1013934,2009,4,22
610,1013934,2010,4,22
611,1013934,2011,4,22
612,1013934,2012,4,22
613,1013934,2013,4,22
614,1013934,2014,4,22
615,1013934,2015,4,22
616,1013934,2016,6,38
617,1013934,2017,6,38
618,1014473,2007,10,76
619,1014473,2008,10,76
620,1014473,2009,10,76
621,1014473,2010,10,76
622,1014473,2011,10,76
623,1014473,2012,10,76
624,1014473,2013,10,76
625,1014473,2014,10,76
626,1014473,2015,10,76
627,1014473,2016,10,76
628,1014473,2017,10,76
629,1014739,2007,5,34
630,1014739,2008,4,23
631,1014739,2009,4,23
632,1014739,2010,4,23
633,1014739,2011,4,23
634,1014739,2012,4,23
635,1014739,2013,4,23
636,1014739,2014,4,23
637,1014739,2015,4,23
638,1014739,2016,4,23
639,1014739,2017,4,23
640,1015155,2007,9,74
641,1015155,2008,9,74
642,1015155,2009,9,74
643,1015155,2010,6,36
644,1015155,2011,6,38
645,1015155,2012,9,74
646,1015155,2013,9,74
647,1015155,2014,9,74
648,1015155,2015,9,74
649,1015155,2016,9,74
650,1015155,2017,9,74
651,1015328,2007,3,17
652,1015328,2007,3,17
653,1015328,2008,3,17
654,1015328,2008,3,17
655,1015328,2009,3,17
656,1015328,2009,3,17
657,1015328,2010,3,17
658,1015328,2010,3,17
659,1015328,2011,3,17
660,1015328,2011,3,17
661,1015328,2012,3,17
662,1015328,2012,3,17
663,1015328,2013,3,17
664,1015328,2013,3,17
665,1015328,2014,3,17
666,1015328,2014,3,17
667,1015328,2015,3,17
668,1015328,2015,3,17
669,1015328,2016,3,17
670,1015328,2016,3,17
671,1015328,2017,3,17
672,1015328,2017,3,17
673,1015739,2007,9,72
674,1015739,2008,9,72
675,1015739,2009,9,72
676,1015739,2010,9,72
677,1015739,2011,9,72
678,1015739,2012,9,72
679,1015739,2013,9,72
680,1015739,2014,9,72
681,1015739,2015,9,72
682,1015739,2016,9,72
683,1015739,2017,9,72
684,1015780,2007,10,91
685,1015780,2008,10,91
686,1015780,2009,10,91
687,1015780,2010,10,91
688,1015780,2011,10,91
689,1015780,2012,10,91
690,1015780,2013,10,91
691,1015780,2014,10,91
692,1015780,2015,10,91
693,1015780,2016,10,91
694,1015780,2017,10,91
695,101594,2008,8,57
696,101594,2009,8,57
697,101594,2010,8,57
698,101594,2011,8,57
699,101594,2012,8,57
700,101594,2013,8,57
701,101594,2014,8,57
702,101594,2015,8,57
703,101594,2016,8,57
704,101594,2017,8,57
705,1016169,2007,2,12
706,1016169,2008,2,12
707,1016169,2009,2,12
708,1016169,2010,2,12
709,1016169,2011,6,38
710,1016169,2012,2,12
711,1016169,2013,2,12
712,1016169,2014,2,12
713,1016169,2015,6,36
714,1016169,2016,2,12
715,1016169,2017,2,12
716,1016178,2007,6,38
717,1016178,2008,5,33
718,1016178,2009,5,33
719,1016178,2010,5,33
720,1016178,2011,5,33
721,1016178,2012,5,33
722,1016178,2013,5,33
723,1016178,2014,5,33
724,1016178,2015,5,33
725,1016178,2016,5,33
726,1016178,2017,5,33
727,1017303,2007,9,71
728,1017303,2008,9,71
729,1017303,2009,9,71
730,1017303,2010,9,71
731,1017303,2011,9,71
732,1017303,2012,9,71
733,1017303,2013,9,71
734,1017303,2014,9,71
735,1017303,2015,9,71
736,1017303,2016,9,71
737,1017303,2017,9,71
738,1017480,2007,7,41
739,1017480,2008,7,41
740,1017480,2009,7,41
741,1017480,2010,7,41
742,1017480,2011,7,41
743,1017480,2012,7,41
744,1017480,2013,7,41
745,1017480,2014,7,41
746,1017480,2015,7,41
747,1017480,2016,7,41
748,1017480,2017,7,41
749,1017491,2007,2,9
750,1017491,2008,2,9
751,1017491,2009,2,9
752,1017491,2010,2,9
753,1017491,2011,2,9
754,1017491,2012,2,9
755,1017491,2013,2,9
756,1017491,2014,2,13
757,1017491,2015,2,13
758,1017491,2016,2,13
759,1017491,2017,2,13
760,1018164,2007,8,52
761,1018164,2008,8,52
762,1018164,2009,8,52
763,1018164,2010,8,52
764,1018164,2011,8,52
765,1018164,2012,8,52
766,1018164,2013,8,52
767,1018164,2014,6,38
768,1018164,2015,6,38
769,1018164,2016,6,38
770,1018164,2017,6,38
771,1018399,2007,3,17
772,1018399,2008,3,17
773,1018399,2009,3,17
774,1018399,2010,3,17
775,1018399,2011,3,17
776,1018399,2012,3,17
777,1018399,2013,3,17
778,1018399,2014,3,17
779,1018399,2015,3,17
780,1018399,2016,3,17
781,1018399,2017,3,17
782,1018724,2007,10,75
783,1018724,2008,10,75
784,1018724,2009,10,75
785,1018724,2010,10,75
786,1018724,2011,10,75
787,1018724,2012,10,75
788,1018724,2013,10,75
789,1018724,2014,10,75
790,1018724,2015,10,75
791,1018724,2016,10,75
792,1018724,2017,10,75
793,1018979,2007,5,32
794,1018979,2008,5,32
795,1018979,2009,5,32
796,1018979,2010,5,32
797,1018979,2011,5,32
798,1018979,2012,5,32
799,1018979,2013,5,32
800,1018979,2014,5,32
801,1018979,2015,5,32
802,1018979,2016,5,32
803,1018979,2017,5,32
804,1019034,2008,10,88
805,1019034,2009,10,88
806,1019034,2010,10,88
807,1019034,2011,10,88
808,1019034,2012,10,88
809,1019034,2013,10,88
810,1019034,2014,10,88
811,1019034,2015,10,88
812,1019034,2016,10,88
813,1019034,2017,10,88
814,1019671,2007,9,70
815,1019671,2008,9,70
816,1019671,2009,9,70
817,1019671,2010,9,70
818,1019671,2011,9,70
819,1019671,2012,9,70
820,1019671,2013,9,70
821,1019671,2014,9,70
822,1019671,2015,9,70
823,1019671,2016,9,70
824,1019671,2017,9,70
825,1019695,2007,2,6
826,1019695,2008,2,6
827,1019695,2009,2,6
828,1019695,2010,2,6
829,1019695,2011,2,6
830,1019695,2012,2,6
831,1019695,2013,2,6
832,1019695,2014,2,6
833,1019695,2015,2,6
834,1019695,2016,2,6
835,1019695,2017,2,6
836,101984,2007,9,72
837,101984,2008,9,72
838,101984,2009,9,72
839,101984,2010,9,72
840,101984,2011,9,72
841,101984,2012,9,72
842,101984,2013,9,72
843,101984,2014,9,72
844,101984,2015,9,72
845,101984,2016,9,72
846,101984,2017,9,72
847,1020214,2007,1,4
848,1020214,2008,1,4
849,1020214,2009,1,4
850,1020214,2010,1,4
851,1020214,2011,1,4
852,1020214,2012,1,4
853,1020214,2013,1,4
854,1020214,2014,1,4
855,1020214,2015,1,4
856,1020214,2016,6,36
857,1020214,2017,1,4
858,1020710,2007,10,100
859,1020710,2008,10,100
860,1020710,2009,10,100
861,1020710,2010,10,100
862,1020710,2011,10,100
863,1020710,2012,10,100
864,1020710,2013,10,100
865,1020710,2014,10,100
866,1020710,2015,10,100
867,1020710,2016,10,100
868,1020710,2017,10,100
869,1020859,2007,7,42
870,1020859,2008,7,42
871,1020859,2009,7,42
872,1020859,2010,7,42
873,1020859,2011,7,42
874,1020859,2012,7,42
875,1020859,2013,7,42
876,1020859,2014,7,42
877,1020859,2015,7,42
878,1020859,2016,7,42
879,1020859,2017,7,42
880,1021270,2007,7,43
881,1021270,2008,7,43
882,1021270,2009,7,43
883,1021270,2010,7,43
884,1021270,2011,7,43
885,1021270,2012,7,43
886,1021270,2013,7,43
887,1021270,2014,7,43
888,1021270,2015,7,43
889,1021270,2016,7,43
890,1021270,2017,7,43
891,1021604,2013,9,72
892,1021604,2014,9,72
893,1021604,2015,9,72
894,1021604,2016,9,72
895,1021604,2017,9,72
896,102212,2007,3,20
897,102212,2008,3,20
898,102212,2009,3,20
899,102212,2010,3,20
900,102212,2011,3,20
901,102212,2012,3,20
902,102212,2013,6,36
903,102212,2014,3,20
904,102212,2015,3,20
905,102212,2016,3,20
906,102212,2017,3,20
907,1022408,2007,6,38
908,1022408,2007,10,98
909,1022408,2008,10,98
910,1022408,2009,6,38
911,1022408,2010,6,36
912,1022408,2011,6,38
913,1022408,2012,10,98
914,1022408,2013,10,98
915,1022408,2014,10,98
916,1022408,2015,10,98
917,1022408,2016,10,98
918,1022408,2017,10,98
919,1022652,2007,9,72
920,1022652,2008,9,72
921,1022652,2009,9,72
922,1022652,2010,9,72
923,1022652,2011,9,72
924,1022652,2012,9,72
925,1022652,2013,9,72
926,1022652,2014,9,72
927,1022652,2015,9,72
928,1022652,2016,9,72
929,1022652,2017,9,72
930,1022671,2007,8,47
931,1022671,2008,8,47
932,1022671,2009,8,47
933,1022671,2010,8,47
934,1022671,2011,8,47
935,1022671,2012,8,47
936,1022671,2013,8,47
937,1022671,2014,8,47
938,1022671,2015,8,47
939,1022671,2016,6,38
940,1022671,2017,6,38
941,1023024,2007,2,12
942,1023024,2008,2,12
943,1023024,2009,2,12
944,1023024,2010,2,12
945,1023024,2011,2,12
946,1023024,2012,2,12
947,1023024,2013,2,12
948,1023024,2014,2,12
949,1023024,2015,2,12
950,1023024,2016,2,12
951,1023024,2017,2,12
952,1023364,2007,10,76
953,1023364,2008,10,76
954,1023364,2009,10,76
955,1023364,2010,10,76
956,1023364,2011,10,76
957,1023364,2012,10,76
958,1023364,2013,10,76
959,1023364,2014,10,76
960,1023364,2015,10,76
961,1023364,2016,6,36
962,1023364,2017,6,38
963,1023459,2008,1,5
964,1023459,2009,1,5
965,1023459,2010,1,5
966,1023459,2011,1,5
967,1023459,2012,1,5
968,1023459,2013,1,5
969,1023459,2014,1,5
970,1023459,2015,1,5
971,1023459,2016,1,5
972,1023459,2017,1,5
973,1023731,2007,10,78
974,1023731,2008,10,78
975,1023731,2009,10,78
976,1023731,2010,10,78
977,1023731,2011,10,78
978,1023731,2012,10,78
979,1023731,2013,10,78
980,1023731,2014,10,78
981,1023731,2015,10,78
982,1023731,2016,10,78
983,1023731,2017,10,78
984,1023844,2007,10,91
985,1023844,2007,10,91
986,1023844,2008,10,91
987,1023844,2008,10,91
988,1023844,2009,10,91
989,1023844,2009,10,91
990,1023844,2011,10,91
991,1023844,2011,10,91
992,1023844,2011,10,91
993,1023844,2011,10,91
994,1023844,2012,10,91
995,1023844,2012,10,91
996,1023844,2013,10,91
997,1023844,2013,10,91
998,1023844,2014,10,91
999,1023844,2014,10,91
1000,1023844,2015,10,91
1001,1023844,2015,10,91
1002,1023844,2016,10,91
1003,1023844,2016,10,91
1004,1023844,2017,10,91
1005,1023844,2017,10,91
1006,1023860,2007,3,19
1007,1023860,2008,6,38
1008,1023860,2009,3,19
1009,1023860,2010,3,19
1010,1023860,2011,3,19
1011,1023860,2012,3,19
1012,1023860,2013,3,19
1013,1023860,2014,3,19
1014,1023860,2015,3,19
1015,1023860,2016,3,19
1016,1023860,2017,3,19
1017,1024795,2007,9,65
1018,1024795,2008,9,65
1019,1024795,2009,9,65
1020,1024795,2010,9,65
1021,1024795,2011,9,65
1022,1024795,2012,9,65
1023,1024795,2013,9,65
1024,1024795,2014,9,65
1025,1024795,2015,9,65
1026,1024795,2016,9,65
1027,1024795,2017,9,65
1028,1025835,2007,3,20
1029,1025835,2008,3,20
1030,1025835,2009,3,20
1031,1025835,2010,3,20
1032,1025835,2011,3,20
1033,1025835,2012,3,20
1034,1025835,2013,3,20
1035,1025835,2014,3,20
1036,1025835,2015,3,20
1037,1025835,2016,3,20
1038,1025835,2017,3,20
1039,102752,2007,9,68
1040,102752,2008,9,68
1041,102752,2009,9,68
1042,102752,2010,6,36
1043,102752,2011,9,68
1044,102752,2012,9,68
1045,102752,2013,9,68
1046,102752,2014,9,68
1047,102752,2015,9,68
1048,102752,2016,9,68
1049,102752,2017,9,68
1050,1027838,2016,1,1
1051,1027838,2017,1,1
1052,1028918,2007,5,33
1053,1028918,2008,5,33
1054,1028918,2009,5,33
1055,1028918,2010,5,33
1056,1028918,2011,5,33
1057,1028918,2012,5,33
1058,1028918,2013,5,33
1059,1028918,2014,5,33
1060,1028918,2015,3,17
1061,1028918,2016,3,17
1062,1028918,2017,3,17
1063,1028954,2007,6,38
1064,1028954,2008,6,38
1065,1028954,2009,6,38
1066,1028954,2010,6,38
1067,1028954,2011,3,19
1068,1028954,2012,3,19
1069,1028954,2013,3,19
1070,1028954,2014,3,19
1071,1028954,2015,3,19
1072,1028954,2016,3,19
1073,1028954,2017,3,19
1074,1029142,2007,2,7
1075,1029142,2008,2,7
1076,1029142,2009,2,7
1077,1029142,2010,2,7
